,Error,Method,Overlap ($\epsilon_t$),Overlap (Standardized Difference of Means),n
33,88.20587726940998,MALTS,0.001,1.5765884503567966,500
34,150.74907111973565,MALTS,0.001,1.604899330021328,500
35,275.2160540386435,MALTS,0.001,1.588787062131416,500
36,26.08666505564949,MALTS,0.001,1.5920559472697762,500
37,2.603383915592403,MALTS,0.001,1.5936669921400237,500
38,9.243305265619014,MALTS,0.001,1.5882563255387727,500
39,231.24089054035557,MALTS,0.001,1.581615327846014,500
40,297.91042637970736,MALTS,0.001,1.5864268659778213,500
41,163.91321783728176,MALTS,0.001,1.6029589055916955,500
42,119.8588110175028,MALTS,0.001,1.6130234140474256,500
43,180.64356102537198,MALTS,0.001,1.610156360930453,500
44,65.95211744005883,MALTS,0.001,1.5884856545965356,500
45,69.19507244062225,MALTS,0.001,1.5952807879316937,500
46,109.36755386039925,MALTS,0.001,1.6111621649861323,500
47,233.75951551001725,MALTS,0.001,1.6168595130976,500
48,129.55848978366316,MALTS,0.001,1.570677289578094,500
49,68.47442709894332,MALTS,0.001,1.5744361769830217,500
50,28.966075098858468,MALTS,0.001,1.5888936984523843,2000
51,70.43719857001139,MALTS,0.001,1.6017142026398745,2000
52,156.2603229789137,MALTS,0.001,1.594644804119899,2000
53,91.79977019743515,MALTS,0.001,1.6148047840748403,2000
54,171.30080827333217,MALTS,0.001,1.607877200658487,2000
55,122.78799226178508,MALTS,0.001,1.5947579406174412,2000
56,139.86030008625502,MALTS,0.001,1.593046696076261,2000
57,145.41385733104718,MALTS,0.001,1.6066264920162439,2000
58,194.48458794674872,MALTS,0.001,1.6105398040943133,2000
59,83.2929876956764,MALTS,0.001,1.6087038901830621,2000
60,98.34369533064111,MALTS,0.001,1.5907005695478356,2000
61,76.19536374073621,MALTS,0.001,1.5957529488630497,2000
62,86.90903207332579,MALTS,0.001,1.6085237961463383,2000
63,138.33769203841686,MALTS,0.001,1.5967948769840332,2000
64,196.4578100038653,MALTS,0.001,1.6093112928965074,2000
65,124.8413248271761,MALTS,0.001,1.6123522348849912,2000
66,16.16338178791355,MALTS,0.001,1.611410598076074,2000
67,134.44122046673309,MALTS,0.001,1.5933902468411238,2000
68,25.53765346437578,MALTS,0.001,1.591027274842153,2000
69,173.65025694570377,MALTS,0.001,1.5976672125113354,2000
70,101.71662445800169,MALTS,0.001,1.6014814644434685,2000
71,121.90487983345656,MALTS,0.001,1.6020893400166143,2000
72,86.42208425498706,MALTS,0.001,1.5934138091917076,2000
73,151.42935393420748,MALTS,0.001,1.5835103017935244,2000
74,78.02370128040813,MALTS,0.001,1.6112722027290294,2000
75,74.53600795368556,MALTS,0.001,1.610641347877151,2000
76,82.94055029255495,MALTS,0.001,1.5966092453507286,2000
77,136.6774472057809,MALTS,0.001,1.5995098013794533,2000
78,17.597554358861927,MALTS,0.001,1.6071518892562178,2000
79,28.364679913923865,MALTS,0.001,1.5992618660451343,2000
80,169.09391439499973,MALTS,0.001,1.5943522171413809,2000
81,178.53327603411037,MALTS,0.001,1.6042912907631242,2000
82,101.4069419359662,MALTS,0.001,1.589371975854914,2000
83,113.33016237468811,MALTS,0.001,1.6005230399188228,2000
84,114.9664139270834,MALTS,0.001,1.6060423143757618,2000
85,87.3090222305954,MALTS,0.001,1.6016862252684394,2000
86,97.75465429999089,MALTS,0.001,1.5920645766022694,2000
87,55.17749958426769,MALTS,0.001,1.5977696045372922,2000
88,123.8075786523425,MALTS,0.001,1.588051357131893,2000
89,17.422848238417203,MALTS,0.001,1.6044804240014927,2000
90,187.80144812429702,MALTS,0.001,1.5891568684282067,2000
91,2.5566772727579377,MALTS,0.001,1.5957184084037523,2000
92,37.82609466646825,MALTS,0.001,1.6043065921638229,2000
93,138.56705147382945,MALTS,0.001,1.6041759834989184,2000
94,33.395771244595025,MALTS,0.001,1.6042474945755527,2000
95,148.5240424202191,MALTS,0.001,1.595684546647145,2000
96,63.916628794817065,MALTS,0.001,1.606567996892087,2000
97,126.04816657614833,MALTS,0.001,1.5816943175200484,2000
98,150.55442727858468,MALTS,0.001,1.5913863971567426,2000
99,141.19710058049108,MALTS,0.001,1.6103633960623127,2000
100,150.93090911430303,MALTS,0.001,1.5890498251081389,4000
101,13.57413958681748,MALTS,0.001,1.593312833366357,4000
102,130.23452338203055,MALTS,0.001,1.597722119246238,4000
103,288.1892166791235,MALTS,0.001,1.5844103738983295,4000
104,132.2149843624516,MALTS,0.001,1.5949490015705061,4000
105,60.97192719697411,MALTS,0.001,1.6068760121782955,4000
106,68.37118601315137,MALTS,0.001,1.596217208086881,4000
107,17.891350033100537,MALTS,0.001,1.5989260104099716,4000
108,142.43822021754465,MALTS,0.001,1.5947573632095111,4000
109,179.8972896954279,MALTS,0.001,1.606732371779285,4000
110,166.94718400303708,MALTS,0.001,1.5981406314951077,4000
111,173.04108217992157,MALTS,0.001,1.6077782712233086,4000
112,170.6881460056622,MALTS,0.001,1.5837460500342284,4000
113,171.120908098973,MALTS,0.001,1.6042245643723902,4000
114,224.5135373089493,MALTS,0.001,1.6111474831427297,4000
115,32.21067229266862,MALTS,0.001,1.5916555328862245,4000
116,236.49682251828153,MALTS,0.001,1.602659958489111,4000
117,241.6914963090358,MALTS,0.001,1.584102612905378,4000
118,324.162561548737,MALTS,0.001,1.6035675426273068,4000
119,104.84669023728225,MALTS,0.001,1.5980358550337765,4000
120,208.63672661192342,MALTS,0.001,1.5998407229038876,4000
121,191.53790779900262,MALTS,0.001,1.6069760764807648,4000
122,157.07458424187473,MALTS,0.001,1.5981718851860356,4000
123,180.4451552893549,MALTS,0.001,1.587580494332345,4000
124,259.14878600950027,MALTS,0.001,1.6198026201096904,4000
125,289.3563752651204,MALTS,0.001,1.5915200796661524,4000
126,212.79724668696264,MALTS,0.001,1.6078433746647802,4000
127,100.21352000358092,MALTS,0.001,1.60027854952904,4000
128,97.32626581484843,MALTS,0.001,1.5893894777458513,4000
129,13.755456845545154,MALTS,0.001,1.6062249809995484,4000
130,48.65304960317576,MALTS,0.001,1.6062934054916642,4000
131,31.710929578384125,MALTS,0.001,1.6121689204872016,4000
132,117.71684551122567,MALTS,0.001,1.5879052693042537,4000
133,61.63480107552297,MALTS,0.001,1.5983774939721933,4000
134,184.49462442751866,MALTS,0.001,1.5976978879446964,4000
135,76.28987779489498,MALTS,0.001,1.595266231249768,4000
136,57.7778839775404,MALTS,0.001,1.6054191780212117,4000
137,130.94673797015392,MALTS,0.001,1.6006502415680706,4000
138,286.8673793698481,MALTS,0.001,1.5878920177177998,4000
139,121.08951920430243,MALTS,0.001,1.603373983438624,4000
140,261.4131228802348,MALTS,0.001,1.5966026248545957,4000
141,16.13034136468481,MALTS,0.001,1.59190095849673,4000
142,137.59276076494348,MALTS,0.001,1.6089623300333808,4000
143,9.348127695158837,MALTS,0.001,1.5906512538389355,4000
144,86.53769631874263,MALTS,0.001,1.589138574130929,4000
145,204.38952011490125,MALTS,0.001,1.6036286803349973,4000
146,24.0556856864398,MALTS,0.001,1.5977881710100859,4000
147,177.27814633992307,MALTS,0.001,1.5929497113140132,4000
148,91.01151171394525,MALTS,0.001,1.6028248376017356,4000
149,173.53591782858888,MALTS,0.001,1.5944513607884117,4000
150,143.08192508090215,MALTS,0.1,1.5748675677527735,500
151,115.34943259251314,MALTS,0.1,1.5746571180669109,500
152,198.15374373518011,MALTS,0.1,1.573338888453168,500
153,87.90258973138288,MALTS,0.1,1.5664868080780403,500
154,80.97817017222297,MALTS,0.1,1.5837791330353765,500
155,51.72642291492947,MALTS,0.1,1.592053620677452,500
156,76.38516159221933,MALTS,0.1,1.5978577524243578,500
157,142.0677266117872,MALTS,0.1,1.5581121317967157,500
158,177.02211787562695,MALTS,0.1,1.6012781817316084,500
159,14.525338463480736,MALTS,0.1,1.5772650622743225,500
160,156.991602606135,MALTS,0.1,1.590479285719491,500
161,139.09106081202313,MALTS,0.1,1.5524878507269104,500
162,110.62489179261273,MALTS,0.1,1.5735200038662365,500
163,103.32411541405881,MALTS,0.1,1.5668979559679979,500
164,33.510781463254645,MALTS,0.1,1.5766218523316136,500
165,102.76104527776465,MALTS,0.1,1.5658313421948102,500
166,70.03250266183376,MALTS,0.1,1.5789201653112253,500
167,123.95043364246345,MALTS,0.1,1.5804253405810567,500
168,248.98939269462898,MALTS,0.1,1.5763706628174274,500
169,25.074903798381342,MALTS,0.1,1.574001702734421,500
170,116.87847775355436,MALTS,0.1,1.5809501807436732,500
171,32.175461065113964,MALTS,0.1,1.5583334564988658,500
172,58.07491013386786,MALTS,0.1,1.5790433305717904,500
173,193.14736555561,MALTS,0.1,1.5951393559233868,500
174,65.5588899583274,MALTS,0.1,1.5672391013206441,500
175,46.53670994315973,MALTS,0.1,1.5891929121154276,500
176,159.27996568073291,MALTS,0.1,1.5772706374073582,500
177,262.4903338102223,MALTS,0.1,1.5743169585290064,500
178,61.607873383485874,MALTS,0.1,1.5466497974011755,500
179,189.1969825658348,MALTS,0.1,1.5915682241422555,500
180,228.6882961216438,MALTS,0.1,1.571974786982868,500
181,96.14612960573822,MALTS,0.1,1.5723274518540795,500
182,13.560048386887786,MALTS,0.1,1.5657867695031706,500
183,219.92100569307718,MALTS,0.1,1.5805222892469803,500
184,139.41666062178606,MALTS,0.1,1.5800676017916688,500
185,96.95599994519449,MALTS,0.1,1.5826625087225095,500
186,59.08391182227616,MALTS,0.1,1.5662967947290805,500
187,164.35491568037412,MALTS,0.1,1.5635274088111548,500
188,129.9759445469954,MALTS,0.1,1.559216297050279,500
189,191.56251038391446,MALTS,0.1,1.5832368466333984,500
190,228.31175539396105,MALTS,0.1,1.5677824308733423,500
191,5.2215626646610644,MALTS,0.1,1.5625632771901004,500
192,73.8010268386436,MALTS,0.1,1.5580072557929732,500
193,166.86176075099127,MALTS,0.1,1.5827043224428992,500
194,174.8403342770029,MALTS,0.1,1.5400392667350806,500
195,8.285309052658533,MALTS,0.1,1.5966810094437276,500
196,155.73011205058359,MALTS,0.1,1.561275908459743,500
197,124.0657838198116,MALTS,0.1,1.5702805437348084,500
198,169.2951076258393,MALTS,0.1,1.5797436566986591,500
199,111.62970243580156,MALTS,0.1,1.5916318856395755,500
200,65.9816524262538,MALTS,0.1,1.5868233369549636,2000
201,189.94203579688116,MALTS,0.1,1.576568617227259,2000
202,118.02832528901622,MALTS,0.1,1.5872033670070484,2000
203,130.9171912929297,MALTS,0.1,1.5853188343552063,2000
204,113.02490750820871,MALTS,0.1,1.5772153592708629,2000
205,84.182782859614,MALTS,0.1,1.6054104725659308,2000
206,98.72493808354086,MALTS,0.1,1.5848651438926695,2000
207,86.18416585481688,MALTS,0.1,1.5798337382654677,2000
208,71.09746281757133,MALTS,0.1,1.577374316573351,2000
209,33.475836859974144,MALTS,0.1,1.5695384087731166,2000
210,109.63511376910508,MALTS,0.1,1.5778877411220182,2000
211,7.172243107959048,MALTS,0.1,1.5745260116653226,2000
212,20.988003807542555,MALTS,0.1,1.5770382581809599,2000
213,123.44427334484057,MALTS,0.1,1.5917166660672317,2000
214,116.1521187021034,MALTS,0.1,1.5840686062673368,2000
215,93.69830236446218,MALTS,0.1,1.6060782086063246,2000
216,91.943238418955,MALTS,0.1,1.586214820148989,2000
217,101.54836916676983,MALTS,0.1,1.5939088265251284,2000
218,133.15974520611474,MALTS,0.1,1.5958819498041164,2000
219,235.96047750470592,MALTS,0.1,1.5751580944040386,2000
220,115.6689146863196,MALTS,0.1,1.5755050207178074,2000
221,37.36721597749823,MALTS,0.1,1.5690149252206238,2000
222,56.35791158295652,MALTS,0.1,1.5752240987571053,2000
223,130.65493022742643,MALTS,0.1,1.5892767542830601,2000
224,81.00030473071772,MALTS,0.1,1.5804091715186641,2000
225,94.5658085949078,MALTS,0.1,1.5883596078433155,2000
226,208.45258231420118,MALTS,0.1,1.5829284670493893,2000
227,80.33657182381148,MALTS,0.1,1.5851073121544235,2000
228,169.1903767401031,MALTS,0.1,1.5925295637367043,2000
229,78.31775316215689,MALTS,0.1,1.581049583869744,2000
230,27.467763010519775,MALTS,0.1,1.5857534476287023,2000
231,66.37057929481264,MALTS,0.1,1.585627820163161,2000
232,59.92607669911115,MALTS,0.1,1.578612240868738,2000
233,45.02927462160785,MALTS,0.1,1.583957559887293,2000
234,64.23087010224495,MALTS,0.1,1.576795174760767,2000
235,77.60569727709995,MALTS,0.1,1.5838014755567085,2000
236,65.59977982842749,MALTS,0.1,1.597937613899373,2000
237,52.19759406487352,MALTS,0.1,1.59345959460179,2000
238,114.89035539789128,MALTS,0.1,1.5941433015091284,2000
239,94.46844132390449,MALTS,0.1,1.5895224000748935,2000
240,85.98117203497489,MALTS,0.1,1.5972620181553951,2000
241,153.68479137511707,MALTS,0.1,1.58331025251937,2000
242,66.92754014554319,MALTS,0.1,1.583465144791293,2000
243,89.73516529244485,MALTS,0.1,1.61073089903482,2000
244,102.45338825032293,MALTS,0.1,1.5675864270043214,2000
245,94.48926554293591,MALTS,0.1,1.5899787905747562,2000
246,164.25572022848897,MALTS,0.1,1.5791380689550283,2000
247,46.20159482031316,MALTS,0.1,1.5624815174613509,2000
248,92.12377335104452,MALTS,0.1,1.5808917426731979,2000
249,123.11042764338555,MALTS,0.1,1.6037418971114505,2000
250,38.18800193860557,MALTS,0.1,1.5952702881518437,4000
251,23.191463133590588,MALTS,0.1,1.5944777797250187,4000
252,52.43056577111722,MALTS,0.1,1.5807096624173491,4000
253,11.311327017074916,MALTS,0.1,1.5880278265477579,4000
254,146.97784139943968,MALTS,0.1,1.5880504902929984,4000
255,192.82228542867898,MALTS,0.1,1.575895445090083,4000
256,195.2051679116326,MALTS,0.1,1.5814177686145623,4000
257,103.38947557200616,MALTS,0.1,1.5856464862797353,4000
258,260.3747879079556,MALTS,0.1,1.5827046229425448,4000
259,116.06928309133394,MALTS,0.1,1.6013239990765877,4000
260,30.76971890336621,MALTS,0.1,1.5956252247057454,4000
261,79.35265125737853,MALTS,0.1,1.590318822531219,4000
262,126.908073938339,MALTS,0.1,1.603697902699907,4000
263,160.38623518872075,MALTS,0.1,1.5916854161336609,4000
264,134.38585947660377,MALTS,0.1,1.6040863068531812,4000
265,126.96832463566707,MALTS,0.1,1.5951185776611054,4000
266,63.81447243828018,MALTS,0.1,1.5898045587548928,4000
267,194.66848802386068,MALTS,0.1,1.5924472411164903,4000
268,72.87471888604782,MALTS,0.1,1.5917584855735551,4000
269,66.64703312345989,MALTS,0.1,1.5606541824617433,4000
270,14.55467426574829,MALTS,0.1,1.5988501937683819,4000
271,177.29111202515725,MALTS,0.1,1.6001073930458443,4000
272,139.63873476609774,MALTS,0.1,1.5888799086578371,4000
273,48.97232682191074,MALTS,0.1,1.5896384835422883,4000
274,134.74844825367558,MALTS,0.1,1.5727483224589405,4000
275,49.12299865758018,MALTS,0.1,1.589362226375625,4000
276,185.02793567504642,MALTS,0.1,1.5882745939806466,4000
277,240.89797637532533,MALTS,0.1,1.5875971082045315,4000
278,94.21215211196098,MALTS,0.1,1.596956375857822,4000
279,157.19355565067693,MALTS,0.1,1.5858262694625842,4000
280,88.06953301416553,MALTS,0.1,1.5754343059331004,4000
281,116.23331881453937,MALTS,0.1,1.5865841856294116,4000
282,90.89619235859206,MALTS,0.1,1.596157584944649,4000
283,92.71025357686378,MALTS,0.1,1.5786446662597218,4000
284,178.67222771822264,MALTS,0.1,1.5902545753575112,4000
285,182.81403224964737,MALTS,0.1,1.595598987129475,4000
286,176.69411969241744,MALTS,0.1,1.5861894719054606,4000
287,228.36125789335574,MALTS,0.1,1.5829861486309866,4000
288,113.6364684545507,MALTS,0.1,1.5929658968471996,4000
289,30.10815270580565,MALTS,0.1,1.5939190972518784,4000
290,79.27137816453128,MALTS,0.1,1.5743137439313626,4000
291,33.32916904220332,MALTS,0.1,1.5898074753300457,4000
292,121.5904605112871,MALTS,0.1,1.5874555391826224,4000
293,212.13256695023654,MALTS,0.1,1.5770330352218511,4000
294,107.74498447464606,MALTS,0.1,1.5802089724962418,4000
295,32.944271420481584,MALTS,0.1,1.582985716691637,4000
296,96.8250499025518,MALTS,0.1,1.5964281565174814,4000
297,20.166764571149045,MALTS,0.1,1.5727656439980908,4000
298,34.346875777950714,MALTS,0.1,1.5983858491282328,4000
299,102.38256597170749,MALTS,0.1,1.5865828629320011,4000
300,23.691851013013185,MALTS,1.0,0.8550700235123601,500
301,50.80175531664227,MALTS,1.0,0.9395932763477481,500
302,44.13630376974492,MALTS,1.0,0.9152351954389061,500
303,31.384702990640285,MALTS,1.0,0.9298290746929615,500
304,49.681096093374364,MALTS,1.0,1.15131191730348,500
305,30.448268278110262,MALTS,1.0,1.0543109834845694,500
306,46.30985914259491,MALTS,1.0,0.9772041863450514,500
307,68.19284124662722,MALTS,1.0,1.0153291293272848,500
308,30.90654967300742,MALTS,1.0,1.013240507259277,500
309,29.659965305585395,MALTS,1.0,0.955630652439432,500
310,44.94293134187105,MALTS,1.0,0.9256193765371846,500
311,44.184982740626765,MALTS,1.0,0.8960751371543005,500
312,14.901210997458197,MALTS,1.0,1.0961074832650564,500
313,38.91248363443181,MALTS,1.0,0.8477724736564468,500
314,69.26817872310379,MALTS,1.0,1.0507530973360424,500
315,50.23302472783036,MALTS,1.0,1.0458965800030207,500
316,25.816156449788608,MALTS,1.0,0.9998781580293132,500
317,57.64900642901502,MALTS,1.0,1.0354657461943517,500
318,37.343978639457326,MALTS,1.0,0.8667841863176295,500
319,27.327599655162516,MALTS,1.0,0.9078343861839366,500
320,35.68618313185994,MALTS,1.0,0.8456498460248527,500
321,35.00476203970098,MALTS,1.0,1.0190870179066795,500
322,45.91825192164757,MALTS,1.0,1.0710438833359306,500
323,20.24258131438458,MALTS,1.0,0.9374313465125663,500
324,44.35917836413523,MALTS,1.0,1.1032240658960752,500
325,66.74477833895534,MALTS,1.0,1.0909616357573013,500
326,63.32270097663152,MALTS,1.0,1.0658180543347044,500
327,74.37312118463852,MALTS,1.0,0.9181602968039452,500
328,51.589131402916536,MALTS,1.0,0.9089806587217929,500
329,63.551566905721714,MALTS,1.0,0.9470505718721733,500
330,56.682937346231604,MALTS,1.0,0.9481973427240702,500
331,12.765677504007268,MALTS,1.0,1.055549165699994,500
332,57.499555584808256,MALTS,1.0,0.9534732671578534,500
333,38.667191799754946,MALTS,1.0,0.8335965831364276,500
334,56.334375448783305,MALTS,1.0,1.1334607252998143,500
335,60.23577005797919,MALTS,1.0,1.0579423751075623,500
336,14.898388245730473,MALTS,1.0,0.9765316638848844,500
337,37.05609159235862,MALTS,1.0,0.9776417154033632,500
338,49.13886918236439,MALTS,1.0,0.9413576349989011,500
339,46.247532346940844,MALTS,1.0,0.8366259293560556,500
340,47.693447105070234,MALTS,1.0,0.8677717559170803,500
341,31.533713090681168,MALTS,1.0,0.9395057863288551,500
342,47.86348740116405,MALTS,1.0,1.093017700471808,500
343,23.32829167381793,MALTS,1.0,1.057754856422076,500
344,34.120024881299074,MALTS,1.0,0.8927747686566286,500
345,43.65353372377795,MALTS,1.0,0.9498946979815378,500
346,24.16492454194078,MALTS,1.0,0.7135897274329795,500
347,52.04965503783716,MALTS,1.0,1.086534292096938,500
348,50.54018824590618,MALTS,1.0,0.9594408990850987,500
349,50.33800429663269,MALTS,1.0,0.9879414130169093,500
350,36.82179370380098,MALTS,1.0,0.9766023246944556,2000
351,37.54606691109513,MALTS,1.0,0.914530550045552,2000
352,40.08287136469599,MALTS,1.0,0.9742316723249319,2000
353,20.066310668226258,MALTS,1.0,1.0005623058910755,2000
354,28.83643370856956,MALTS,1.0,0.9401797388420582,2000
355,33.33958433106425,MALTS,1.0,1.0200569078119965,2000
356,40.956886639508156,MALTS,1.0,0.9323620826370583,2000
357,31.343391936707583,MALTS,1.0,0.9798195984593812,2000
358,29.46120464947159,MALTS,1.0,0.9604722004677297,2000
359,31.091708877193163,MALTS,1.0,0.8873803793011472,2000
360,35.995518143229944,MALTS,1.0,0.9589603579596602,2000
361,35.522097212902786,MALTS,1.0,1.0621405782144757,2000
362,26.3691214552875,MALTS,1.0,0.9251404016875568,2000
363,27.643739523009128,MALTS,1.0,1.0460003679013041,2000
364,34.08781057208933,MALTS,1.0,0.9302157776237909,2000
365,33.374593663119505,MALTS,1.0,0.977126191527136,2000
366,38.84786587755154,MALTS,1.0,0.9200468296572966,2000
367,35.55695419333172,MALTS,1.0,1.0142305224152062,2000
368,37.74620385129967,MALTS,1.0,0.9729600744480317,2000
369,31.034924596181806,MALTS,1.0,1.0132861299174047,2000
370,35.760241228279284,MALTS,1.0,1.0420613170098794,2000
371,30.131943980092984,MALTS,1.0,0.9687826850313592,2000
372,31.390712107095958,MALTS,1.0,0.9861251635021901,2000
373,29.50273229901087,MALTS,1.0,0.9895389650369221,2000
374,31.335532413054967,MALTS,1.0,1.0045522541724843,2000
375,26.27431697200501,MALTS,1.0,0.9279995544694857,2000
376,36.483570079751146,MALTS,1.0,0.9771452222480149,2000
377,40.53292907987344,MALTS,1.0,0.9445954505344957,2000
378,15.427597066026387,MALTS,1.0,0.9700618905021786,2000
379,23.910596758173597,MALTS,1.0,1.0410813481038057,2000
380,24.86586255258215,MALTS,1.0,1.010395892254441,2000
381,25.53397661754781,MALTS,1.0,1.030294732629695,2000
382,33.69775332753624,MALTS,1.0,1.0898631841387871,2000
383,35.15446056814172,MALTS,1.0,0.9668435285811147,2000
384,39.1574464314664,MALTS,1.0,1.026416856695974,2000
385,29.456367732276185,MALTS,1.0,0.9957746086842288,2000
386,37.23832341756896,MALTS,1.0,0.956537897422916,2000
387,29.32877292342887,MALTS,1.0,1.0277212953239374,2000
388,27.015704821308,MALTS,1.0,0.9822498034482483,2000
389,30.36624397260392,MALTS,1.0,0.9572452149081219,2000
390,31.785786351039782,MALTS,1.0,1.0209810398161885,2000
391,37.59646800426985,MALTS,1.0,0.9853487907300478,2000
392,32.544844630974836,MALTS,1.0,0.9585520944824472,2000
393,32.90961925330625,MALTS,1.0,1.0060826846413802,2000
394,27.751651246144096,MALTS,1.0,0.9786312132014092,2000
395,30.98465500310375,MALTS,1.0,0.9911237685523128,2000
396,33.55258448292563,MALTS,1.0,0.9255850100112016,2000
397,33.76146645411319,MALTS,1.0,1.035514609211849,2000
398,36.264807396431685,MALTS,1.0,1.0495811422230026,2000
399,31.747663909098268,MALTS,1.0,1.1273187800812525,2000
400,21.94500911509169,MALTS,1.0,0.9548647721412493,4000
401,18.397383171166577,MALTS,1.0,0.9230317774057193,4000
402,24.494510230510798,MALTS,1.0,0.9621474771569632,4000
403,20.410528926166215,MALTS,1.0,0.9364076908101276,4000
404,39.31688769771836,MALTS,1.0,0.9474089349492002,4000
405,27.155720856140018,MALTS,1.0,0.9570008777261291,4000
406,30.040497346208788,MALTS,1.0,0.9491551045676917,4000
407,36.05083734708362,MALTS,1.0,0.9468414162022578,4000
408,33.61077040548848,MALTS,1.0,0.9615981707410571,4000
409,42.79225277477383,MALTS,1.0,1.0089583488203964,4000
410,19.084098061109813,MALTS,1.0,1.035742862088871,4000
411,24.18677799091251,MALTS,1.0,0.9666545565645485,4000
412,33.66916240431851,MALTS,1.0,0.9548268966614216,4000
413,39.887711350355914,MALTS,1.0,0.9624494535387103,4000
414,18.496044380275166,MALTS,1.0,0.9672691680402667,4000
415,33.68756536527316,MALTS,1.0,0.9437852360971958,4000
416,40.10685813080487,MALTS,1.0,0.9424069158926851,4000
417,38.16779180193414,MALTS,1.0,0.969395068768511,4000
418,35.052597514895005,MALTS,1.0,0.9885414529734233,4000
419,34.11577334460349,MALTS,1.0,0.940096311456202,4000
420,28.348291609846505,MALTS,1.0,0.9463593505119303,4000
421,20.713013130954934,MALTS,1.0,0.9572860799998373,4000
422,30.401038580917763,MALTS,1.0,0.9607129237150895,4000
423,17.209829709576532,MALTS,1.0,0.9675162864244381,4000
424,46.77915559687891,MALTS,1.0,0.9019571792822167,4000
425,23.75343536774761,MALTS,1.0,0.9483262414133533,4000
426,20.521640604818298,MALTS,1.0,0.9289934680836475,4000
427,47.36337725255096,MALTS,1.0,0.9620904920790344,4000
428,25.912918706767496,MALTS,1.0,0.9758453750542877,4000
429,35.668190248681185,MALTS,1.0,0.9409759757318319,4000
430,33.67804562703111,MALTS,1.0,0.9734420878103371,4000
431,24.617336299839078,MALTS,1.0,0.9945217370348052,4000
432,19.976890754489332,MALTS,1.0,0.9649766467971003,4000
433,26.354459504740625,MALTS,1.0,0.9792105187181063,4000
434,5.010411134610841,MALTS,1.0,0.9693507617173551,4000
435,28.315372521896208,MALTS,1.0,0.965028442145798,4000
436,39.66658045806123,MALTS,1.0,0.965849382663546,4000
437,24.702660022890964,MALTS,1.0,0.9428104090278477,4000
438,39.197457188728926,MALTS,1.0,0.9939360164998728,4000
439,28.32676318916691,MALTS,1.0,0.9285469885628885,4000
440,31.244483883731643,MALTS,1.0,0.9288744047180534,4000
441,22.668156780351353,MALTS,1.0,1.0075973838722028,4000
442,42.2856648794071,MALTS,1.0,0.9656551771086269,4000
443,16.08066516737674,MALTS,1.0,1.0172080076408907,4000
444,35.93526655453758,MALTS,1.0,0.9334766445781122,4000
445,26.052740110115902,MALTS,1.0,0.9500933555342691,4000
446,19.3203091583998,MALTS,1.0,0.942801810956624,4000
447,27.56986754102185,MALTS,1.0,0.970396473190465,4000
448,38.499917894704346,MALTS,1.0,0.962256383543367,4000
449,32.35371411646646,MALTS,1.0,0.9351965267968366,4000
450,39.52499400174835,MALTS,10.0,0.28854510705271774,500
451,37.98653364672187,MALTS,10.0,0.10040617914003672,500
452,41.19511170177571,MALTS,10.0,0.29588897740491116,500
453,24.224993490667945,MALTS,10.0,0.38196884546866267,500
454,29.42707251802072,MALTS,10.0,0.27335042623111316,500
455,38.09037154001118,MALTS,10.0,0.0732425028210533,500
456,39.776655714363656,MALTS,10.0,0.27322574691388773,500
