,Relative CATE Error (percentage),Method
96,34.83088476527734,MALTS (linear)
97,0.024306604402447543,MALTS (linear)
98,14.449318855724252,MALTS (linear)
99,5.245228196999227,MALTS (linear)
100,7.866727323785859,MALTS (linear)
101,19.438552020184392,MALTS (linear)
102,12.047724533365413,MALTS (linear)
103,0.06547478731488662,MALTS (linear)
104,12.689750954983536,MALTS (linear)
105,21.253729221102887,MALTS (linear)
106,27.154918779967268,MALTS (linear)
107,12.928017445154467,MALTS (linear)
108,4.6299359206681165,MALTS (linear)
109,8.579010176324589,MALTS (linear)
110,25.79174067385854,MALTS (linear)
111,7.642857287226727,MALTS (linear)
112,10.79688679152547,MALTS (linear)
113,2.1617840363130587,MALTS (linear)
114,65.30042360624255,MALTS (linear)
115,5.532090801743374,MALTS (linear)
116,4.955925290329821,MALTS (linear)
117,11.786176775447139,MALTS (linear)
118,9.655609681263519,MALTS (linear)
119,17.142180960057964,MALTS (linear)
120,2.8987984407592124,MALTS (linear)
121,2.0676572765714654,MALTS (linear)
122,34.92900477620191,MALTS (linear)
123,16.186539202934323,MALTS (linear)
124,21.317441871389466,MALTS (linear)
125,3.9118856059630995,MALTS (linear)
126,0.5081283374751571,MALTS (linear)
127,20.25449009242758,MALTS (linear)
128,17.920391775742797,MALTS (linear)
129,4.852739594362821,MALTS (linear)
130,13.383084996953249,MALTS (linear)
131,17.612853278165286,MALTS (linear)
132,7.624745339163991,MALTS (linear)
133,24.124076095588332,MALTS (linear)
134,2.3657826191390217,MALTS (linear)
135,10.472772459758978,MALTS (linear)
136,51.79724724810987,MALTS (linear)
137,17.89920587391883,MALTS (linear)
138,8.75143332248119,MALTS (linear)
139,2.6997531871002245,MALTS (linear)
140,13.02581562364751,MALTS (linear)
141,3.2303731145336556,MALTS (linear)
142,3.0571202206971284,MALTS (linear)
143,80.16736043328902,MALTS (linear)
144,10.298755200843177,MALTS (linear)
145,4.338240475284128,MALTS (linear)
146,9.518079243419109,MALTS (linear)
147,6.447625653700034,MALTS (linear)
148,7.705394914123611,MALTS (linear)
149,12.827935972194062,MALTS (linear)
150,39.89945281043262,MALTS (linear)
151,17.596502350179783,MALTS (linear)
152,9.033137144069444,MALTS (linear)
153,3.964204405967995,MALTS (linear)
154,1.040537791342383,MALTS (linear)
155,4.138193285318932,MALTS (linear)
156,0.12396937598473236,MALTS (linear)
157,10.637401256864546,MALTS (linear)
158,11.155871179671152,MALTS (linear)
159,6.621013791253535,MALTS (linear)
160,0.8662977603478013,MALTS (linear)
161,22.77784266209679,MALTS (linear)
162,11.449974697598973,MALTS (linear)
163,24.866904896038484,MALTS (linear)
164,21.21121340346539,MALTS (linear)
165,4.611604066730136,MALTS (linear)
166,1.9067393853941417,MALTS (linear)
167,3.8527589071411588,MALTS (linear)
168,20.1752064594175,MALTS (linear)
169,15.422523034244067,MALTS (linear)
170,7.161859055228584,MALTS (linear)
171,9.611062889106247,MALTS (linear)
172,19.58178294155719,MALTS (linear)
173,34.99288594182569,MALTS (linear)
174,30.674087248312915,MALTS (linear)
175,9.633913362951201,MALTS (linear)
176,4.939156908022937,MALTS (linear)
177,9.473936823073654,MALTS (linear)
178,11.571987503682243,MALTS (linear)
179,0.7283686390417867,MALTS (linear)
180,6.326917748480221,MALTS (linear)
181,2.2325892110177374,MALTS (linear)
182,14.868233233449857,MALTS (linear)
183,1.9949498264274224,MALTS (linear)
184,4.65761233153142,MALTS (linear)
185,10.342511751538185,MALTS (linear)
186,11.196409498062113,MALTS (linear)
187,15.434317142808965,MALTS (linear)
188,10.729372011775208,MALTS (linear)
189,5.311873000373691,MALTS (linear)
190,7.312745123575835,MALTS (linear)
191,0.3271560404782391,MALTS (linear)
192,11.495571010384177,MALTS (linear)
193,4.374477099705457,MALTS (linear)
194,0.03257407617521406,MALTS (linear)
195,35.59655991475651,MALTS (linear)
196,7.334221293111106,MALTS (linear)
197,13.50674575808602,MALTS (linear)
198,17.50761833014873,MALTS (linear)
199,9.519162984963854,MALTS (linear)
200,7.970664009799062,MALTS (linear)
201,8.932629544288021,MALTS (linear)
202,2.7880383233423585,MALTS (linear)
203,2.332851559803256,MALTS (linear)
204,9.388628642041141,MALTS (linear)
205,6.0922359917910205,MALTS (linear)
206,11.975093483319101,MALTS (linear)
207,20.6716256932027,MALTS (linear)
208,1.8237910876605015,MALTS (linear)
209,11.480261733495947,MALTS (linear)
210,10.855016527053655,MALTS (linear)
211,10.447373927704856,MALTS (linear)
212,2.3011923115805613,MALTS (linear)
213,2.564245248750512,MALTS (linear)
214,6.197163554453248,MALTS (linear)
215,8.458268485885043,MALTS (linear)
216,3.9182489256381507,MALTS (linear)
217,0.6403085484575769,MALTS (linear)
218,6.961889987315227,MALTS (linear)
219,1.9034607720231072,MALTS (linear)
220,14.404015119393652,MALTS (linear)
221,5.100064641925554,MALTS (linear)
222,31.256375008391913,MALTS (linear)
223,12.542118978625075,MALTS (linear)
224,3.730345150467091,MALTS (linear)
225,3.6919546157203422,MALTS (linear)
226,2.9332733614595345,MALTS (linear)
227,1.7860168400823433,MALTS (linear)
228,6.125854366923165,MALTS (linear)
229,31.751879336882,MALTS (linear)
230,11.634157227701388,MALTS (linear)
231,16.735988322330154,MALTS (linear)
232,6.369883359745727,MALTS (linear)
233,19.281269032163838,MALTS (linear)
234,13.689161696016544,MALTS (linear)
235,18.382937640329803,MALTS (linear)
236,3.8146352619420023,MALTS (linear)
237,2.4742474662618688,MALTS (linear)
238,15.041417591616959,MALTS (linear)
239,0.25430276321861445,MALTS (linear)
240,10.991688641645956,MALTS (linear)
241,8.965520059891547,MALTS (linear)
242,29.367359911505194,MALTS (linear)
243,21.758936555679952,MALTS (linear)
244,3.6776974939597538,MALTS (linear)
245,23.05448817245149,MALTS (linear)
246,4.434348866557439,MALTS (linear)
247,2.573462420961285,MALTS (linear)
248,1.5307700589134534,MALTS (linear)
249,36.013596068884624,MALTS (linear)
250,10.558420943195044,MALTS (linear)
251,12.767725227703208,MALTS (linear)
252,30.929403959661418,MALTS (linear)
253,1.6856342009416179,MALTS (linear)
254,9.41796475053404,MALTS (linear)
255,1.7651036901213988,MALTS (linear)
256,2.8574188011727464,MALTS (linear)
257,6.737465836308126,MALTS (linear)
258,0.2505077561978588,MALTS (linear)
259,0.907827690293869,MALTS (linear)
260,4.292739649066426,MALTS (linear)
261,6.189714961905033,MALTS (linear)
262,8.124193904578924,MALTS (linear)
263,4.943533363146812,MALTS (linear)
264,8.064368084561696,MALTS (linear)
265,18.09925362361206,MALTS (linear)
266,6.2461001801926495,MALTS (linear)
267,5.846830401325728,MALTS (linear)
268,14.084706849089368,MALTS (linear)
269,0.6282436052340521,MALTS (linear)
270,16.740250952267534,MALTS (linear)
271,1.578446750989856,MALTS (linear)
272,4.912663040297871,MALTS (linear)
273,24.405139070962566,MALTS (linear)
274,29.506029987949272,MALTS (linear)
275,15.75061322643977,MALTS (linear)
276,9.954040086346325,MALTS (linear)
277,14.871898062314079,MALTS (linear)
278,21.676950024177167,MALTS (linear)
279,27.071859522201535,MALTS (linear)
280,7.293743773332919,MALTS (linear)
281,3.901250515243178,MALTS (linear)
282,1.9699545501424383,MALTS (linear)
283,9.887238976935638,MALTS (linear)
284,3.331548485284483,MALTS (linear)
285,15.27131084630339,MALTS (linear)
286,29.233900105337867,MALTS (linear)
287,2.8105075201450225,MALTS (linear)
288,0.17642063143267067,MALTS (linear)
289,1.217139870815073,MALTS (linear)
290,26.77665817982539,MALTS (linear)
291,7.876477334666278,MALTS (linear)
292,11.065845421553004,MALTS (linear)
293,3.534481189093097,MALTS (linear)
294,2.021352106199129,MALTS (linear)
295,4.721542126675276,MALTS (linear)
296,5.361695366180527,MALTS (linear)
297,8.853641670679735,MALTS (linear)
298,10.469697703643002,MALTS (linear)
299,6.12920348199912,MALTS (linear)
300,0.684709123410191,MALTS (linear)
301,15.037700176122677,MALTS (linear)
302,6.299593417699553,MALTS (linear)
303,68.865040068246,MALTS (linear)
304,23.639313428929576,MALTS (linear)
305,4.569730309821773,MALTS (linear)
306,22.05922569847368,MALTS (linear)
307,9.007151276994872,MALTS (linear)
308,11.34374391931075,MALTS (linear)
309,6.935062342353405,MALTS (linear)
310,41.56166117674473,MALTS (linear)
311,3.552656567169015,MALTS (linear)
312,12.807104975496001,MALTS (linear)
313,10.279813018307442,MALTS (linear)
314,10.922747913979173,MALTS (linear)
315,1.1192567517551921,MALTS (linear)
316,1.1356758716514626,MALTS (linear)
317,21.55840066582062,MALTS (linear)
318,5.25407326829594,MALTS (linear)
319,4.612502760305652,MALTS (linear)
320,22.983066845852868,MALTS (linear)
321,6.188584311658272,MALTS (linear)
322,7.758198527082995,MALTS (linear)
323,3.344205966729015,MALTS (linear)
324,13.89137270121241,MALTS (linear)
325,2.3983445750974544,MALTS (linear)
326,13.845100420564199,MALTS (linear)
327,14.964224090060451,MALTS (linear)
328,3.761718591654648,MALTS (linear)
329,3.5106114664834362,MALTS (linear)
330,10.8489885871732,MALTS (linear)
331,0.688301793712371,MALTS (linear)
332,25.398551514120843,MALTS (linear)
333,19.49198591721229,MALTS (linear)
334,1.7446821560424621,MALTS (linear)
335,16.469553170281927,MALTS (linear)
336,6.0380959046484755,MALTS (linear)
337,17.593804214936355,MALTS (linear)
338,9.874820580609187,MALTS (linear)
339,3.749532642665527,MALTS (linear)
340,6.423757238551418,MALTS (linear)
341,12.039235856323621,MALTS (linear)
342,0.7220927129191679,MALTS (linear)
343,26.46131045509615,MALTS (linear)
344,26.392147393832822,MALTS (linear)
345,3.3438764253657944,MALTS (linear)
346,4.415270481374247,MALTS (linear)
347,30.280633544025836,MALTS (linear)
348,55.744835500854016,MALTS (linear)
349,11.02736504414882,MALTS (linear)
350,17.648251451285194,MALTS (linear)
351,27.93011412905173,MALTS (linear)
352,0.17073780955957527,MALTS (linear)
353,7.3424219465508065,MALTS (linear)
354,29.810975138124785,MALTS (linear)
355,33.78235842111469,MALTS (linear)
356,34.947171551580006,MALTS (linear)
357,8.952939576873858,MALTS (linear)
358,17.322177348442523,MALTS (linear)
359,6.466386090529094,MALTS (linear)
360,43.98934250980899,MALTS (linear)
361,2.497959518253566,MALTS (linear)
362,14.869626232950683,MALTS (linear)
363,12.432399591057361,MALTS (linear)
364,5.240614203636524,MALTS (linear)
365,0.048165993053825025,MALTS (linear)
366,0.5436557280561016,MALTS (linear)
367,5.4962071429062815,MALTS (linear)
368,1.1125326669720148,MALTS (linear)
369,3.2438075740564467,MALTS (linear)
370,16.575289909268655,MALTS (linear)
371,3.1381773407186326,MALTS (linear)
372,21.841045614245463,MALTS (linear)
373,10.23812069434843,MALTS (linear)
374,23.137664597003905,MALTS (linear)
375,7.929142468189307,MALTS (linear)
376,50.341389700708326,MALTS (linear)
377,6.029337019318334,MALTS (linear)
378,13.416663682898566,MALTS (linear)
379,24.118046978979148,MALTS (linear)
380,18.75782004070262,MALTS (linear)
381,5.8351711790946466,MALTS (linear)
382,14.775545384000937,MALTS (linear)
383,3.639753497413882,MALTS (linear)
384,10.895200282434327,MALTS (linear)
385,13.769627828846136,MALTS (linear)
386,17.238096559373712,MALTS (linear)
387,15.451997152182487,MALTS (linear)
388,3.093160807501654,MALTS (linear)
389,4.7108373287647085,MALTS (linear)
390,5.809591508401108,MALTS (linear)
391,11.676296537106886,MALTS (linear)
392,26.573079220465605,MALTS (linear)
393,25.000825836335146,MALTS (linear)
394,25.411380990727807,MALTS (linear)
395,1.8919857918896408,MALTS (linear)
396,13.50922860067596,MALTS (linear)
397,9.592473594618536,MALTS (linear)
398,15.448271483737955,MALTS (linear)
399,23.072081644080097,MALTS (linear)
400,32.497674423016356,MALTS (linear)
401,5.115957557908466,MALTS (linear)
402,0.7706604251862141,MALTS (linear)
403,1.7653755645323097,MALTS (linear)
404,2.7665145190576066,MALTS (linear)
405,5.325489447247606,MALTS (linear)
406,4.808015458833442,MALTS (linear)
407,9.127908037308334,MALTS (linear)
408,6.4191620163782925,MALTS (linear)
409,18.967659692160204,MALTS (linear)
410,13.161424955560562,MALTS (linear)
411,3.5984387477720934,MALTS (linear)
412,16.621771319486392,MALTS (linear)
413,6.887840974063095,MALTS (linear)
414,28.569243129380435,MALTS (linear)
415,8.558943828948184,MALTS (linear)
416,14.730355019258349,MALTS (linear)
417,4.351237421671575,MALTS (linear)
418,3.682836979946723,MALTS (linear)
419,3.4961609296029086,MALTS (linear)
420,7.628567569983308,MALTS (linear)
421,2.984214246917068,MALTS (linear)
422,2.437113849035656,MALTS (linear)
423,10.783652293300515,MALTS (linear)
424,0.6779733406305432,MALTS (linear)
425,10.563656042827342,MALTS (linear)
426,29.376972985606127,MALTS (linear)
427,19.60792719699728,MALTS (linear)
428,6.36987171487085,MALTS (linear)
429,4.4554838834357025,MALTS (linear)
430,2.1692865442187967,MALTS (linear)
431,8.174603044608242,MALTS (linear)
432,14.405917049380717,MALTS (linear)
433,14.14249268170471,MALTS (linear)
434,8.19438109856199,MALTS (linear)
435,2.2462941493889628,MALTS (linear)
436,8.774333847110993,MALTS (linear)
437,10.33409790371698,MALTS (linear)
438,13.432239408917212,MALTS (linear)
439,7.032861071165692,MALTS (linear)
440,2.780658044874882,MALTS (linear)
441,20.05141371358264,MALTS (linear)
442,9.554366618658861,MALTS (linear)
443,0.5151277572372999,MALTS (linear)
444,2.980490700922183,MALTS (linear)
445,9.220832457573453,MALTS (linear)
446,3.718974516899456,MALTS (linear)
447,6.426248668742593,MALTS (linear)
448,6.920454802487516,MALTS (linear)
449,10.021109486678894,MALTS (linear)
450,19.106772141769294,MALTS (linear)
451,35.26952572474863,MALTS (linear)
452,7.447913632986978,MALTS (linear)
453,1.6821156860690296,MALTS (linear)
454,45.564622799268875,MALTS (linear)
455,4.443569841996093,MALTS (linear)
456,22.209693653182295,MALTS (linear)
457,15.658825198004909,MALTS (linear)
458,20.06601310993589,MALTS (linear)
459,0.7028760324242431,MALTS (linear)
460,3.0815204133289944,MALTS (linear)
461,8.668226673433152,MALTS (linear)
462,6.582016749261786,MALTS (linear)
463,0.5239174341162292,MALTS (linear)
464,7.512736141218229,MALTS (linear)
465,2.836853810676252,MALTS (linear)
466,14.398880002260256,MALTS (linear)
467,10.928739938120163,MALTS (linear)
468,13.876019100045351,MALTS (linear)
469,17.862659618758858,MALTS (linear)
470,12.108210012654423,MALTS (linear)
471,4.313849915892928,MALTS (linear)
472,21.189301085383484,MALTS (linear)
473,12.0753200419335,MALTS (linear)
474,8.611107912246494,MALTS (linear)
475,4.528247137204977,MALTS (linear)
476,10.72847627924609,MALTS (linear)
477,6.262588766114819,MALTS (linear)
478,7.487479293878355,MALTS (linear)
479,13.78408819779139,MALTS (linear)
480,4.062809284099765,MALTS (linear)
481,20.354271405666974,MALTS (linear)
482,8.592595758927212,MALTS (linear)
483,40.22122428522938,MALTS (linear)
484,5.140124168264242,MALTS (linear)
485,2.6519960718383215,MALTS (linear)
486,8.582822456572545,MALTS (linear)
487,22.0293142051664,MALTS (linear)
488,7.422749099897552,MALTS (linear)
489,21.726435521636006,MALTS (linear)
490,4.5818065302407085,MALTS (linear)
491,0.6408394364375984,MALTS (linear)
492,13.81312085270943,MALTS (linear)
493,4.990312484907224,MALTS (linear)
494,4.261672058300374,MALTS (linear)
495,20.687752551046472,MALTS (linear)
496,18.27615527966958,MALTS (linear)
497,12.72285156937889,MALTS (linear)
498,1.9084534958297512,MALTS (linear)
499,1.2495803605805251,MALTS (linear)
500,22.448616216019612,MALTS (linear)
501,34.51307546005867,MALTS (linear)
502,7.700002766681456,MALTS (linear)
503,8.023485719900215,MALTS (linear)
504,7.036527011042285,MALTS (linear)
505,13.493633271608749,MALTS (linear)
506,10.057520507379248,MALTS (linear)
507,3.0300086987693606,MALTS (linear)
508,2.4390759128949844,MALTS (linear)
509,4.1693548932128035,MALTS (linear)
510,11.708440680032782,MALTS (linear)
511,20.60092346174927,MALTS (linear)
512,13.656179738035961,MALTS (linear)
513,10.067244653370198,MALTS (linear)
514,2.171325765109854,MALTS (linear)
515,0.666537593073144,MALTS (linear)
516,5.40766020184105,MALTS (linear)
517,5.286190089266315,MALTS (linear)
518,0.5238539796632724,MALTS (linear)
519,16.376923853840065,MALTS (linear)
520,32.433781644198184,MALTS (linear)
521,6.905926874548918,MALTS (linear)
522,2.3326998909230805,MALTS (linear)
523,1.367733368287085,MALTS (linear)
524,14.776688847341571,MALTS (linear)
525,5.698155544147996,MALTS (linear)
526,12.227480685010894,MALTS (linear)
527,0.5345933394111834,MALTS (linear)
528,12.478591462190794,MALTS (linear)
529,1.407250406493275,MALTS (linear)
530,18.141711280563452,MALTS (linear)
531,5.899011078595048,MALTS (linear)
532,14.838579324089565,MALTS (linear)
533,0.7992456175390357,MALTS (linear)
534,0.172126303603427,MALTS (linear)
535,14.071553041450082,MALTS (linear)
536,19.837630795955942,MALTS (linear)
537,13.966516036118668,MALTS (linear)
538,21.17095596944578,MALTS (linear)
539,15.63922245552393,MALTS (linear)
540,10.634957713797782,MALTS (linear)
541,9.315745747563659,MALTS (linear)
542,8.383498713642352,MALTS (linear)
543,3.041681429593399,MALTS (linear)
544,0.46906767010631695,MALTS (linear)
545,5.913304008776773,MALTS (linear)
546,19.854340080173362,MALTS (linear)
547,1.7821144124429262,MALTS (linear)
548,24.93313372071409,MALTS (linear)
549,27.910292867959818,MALTS (linear)
550,6.363329348543694,MALTS (linear)
551,46.41902950899821,MALTS (linear)
552,1.000805233626816,MALTS (linear)
553,12.400560745086736,MALTS (linear)
554,8.973024586162401,MALTS (linear)
555,11.204437556396545,MALTS (linear)
556,0.2249747248201693,MALTS (linear)
557,20.717743420652326,MALTS (linear)
558,5.313808765215877,MALTS (linear)
559,1.0252434686692125,MALTS (linear)
560,3.9000622270081378,MALTS (linear)
561,4.188261261352444,MALTS (linear)
562,11.217439717454809,MALTS (linear)
563,23.24940177017078,MALTS (linear)
564,1.3486472642144407,MALTS (linear)
565,20.0380745632174,MALTS (linear)
566,7.068138340676796,MALTS (linear)
567,27.88714249967542,MALTS (linear)
568,5.895935305171303,MALTS (linear)
569,2.2257696241119134,MALTS (linear)
570,11.665438440347002,MALTS (linear)
571,6.4636954830269975,MALTS (linear)
572,4.970786385557168,MALTS (linear)
573,7.123666656851703,MALTS (linear)
574,14.896396441637915,MALTS (linear)
575,51.85438614848523,MALTS (linear)
576,1.0468657080172792,MALTS (linear)
577,5.247437987549283,MALTS (linear)
578,14.965072379203548,MALTS (linear)
579,4.478471651748672,MALTS (linear)
580,6.322628744810532,MALTS (linear)
581,6.542877662866102,MALTS (linear)
582,5.427594270233414,MALTS (linear)
583,8.338836394329105,MALTS (linear)
584,6.857718685533073,MALTS (linear)
585,7.560996594026909,MALTS (linear)
586,24.363115443480517,MALTS (linear)
587,10.396697675536966,MALTS (linear)
588,12.728184274475602,MALTS (linear)
589,14.461004499100902,MALTS (linear)
590,8.00298579638655,MALTS (linear)
591,27.211049569984763,MALTS (linear)
592,42.15159617192811,MALTS (linear)
593,3.836227493841952,MALTS (linear)
594,1.708399540447369,MALTS (linear)
595,26.985904259913372,MALTS (linear)
596,3.4028164526973175,MALTS (linear)
597,20.574013107195626,MALTS (linear)
598,1.2337468577153323,MALTS (linear)
599,30.179715278988983,MALTS (linear)
600,3.321746048291679,MALTS (linear)
601,24.404510653020935,MALTS (linear)
602,2.2015515378189634,MALTS (linear)
603,33.71852409350988,MALTS (linear)
604,16.53859588232691,MALTS (linear)
605,7.6246833452858,MALTS (linear)
606,5.407375622244733,MALTS (linear)
607,21.366606083053206,MALTS (linear)
608,1.8946039861582054,MALTS (linear)
609,25.983844292945747,MALTS (linear)
610,12.348110240897283,MALTS (linear)
611,19.260451928546253,MALTS (linear)
612,4.207105491803347,MALTS (linear)
613,8.885969403080548,MALTS (linear)
614,19.467946601352946,MALTS (linear)
615,0.8195323531486505,MALTS (linear)
616,38.408200641720455,MALTS (linear)
617,10.349482066472506,MALTS (linear)
618,19.93108738581873,MALTS (linear)
619,38.762141772299074,MALTS (linear)
620,14.3150926865006,MALTS (linear)
621,22.420104970143992,MALTS (linear)
622,57.244204230863524,MALTS (linear)
623,9.82209832823234,MALTS (linear)
624,2.1620329886222223,MALTS (linear)
625,17.34986851055962,MALTS (linear)
626,3.3508711784462193,MALTS (linear)
627,14.436804786949665,MALTS (linear)
628,15.776000447392144,MALTS (linear)
629,17.37015927308089,MALTS (linear)
630,1.7550471087744126,MALTS (linear)
631,0.409033892343009,MALTS (linear)
632,0.37398104795154624,MALTS (linear)
633,8.80815903074343,MALTS (linear)
634,15.04974955130306,MALTS (linear)
635,3.874349633469535,MALTS (linear)
636,3.2006048171687396,MALTS (linear)
637,10.678218271524422,MALTS (linear)
638,2.844531773143364,MALTS (linear)
639,11.996038523525922,MALTS (linear)
640,12.83888663177421,MALTS (linear)
641,11.348605083911195,MALTS (linear)
642,16.642206899591834,MALTS (linear)
643,18.510420643222517,MALTS (linear)
644,21.424398200972043,MALTS (linear)
645,10.90099131017521,MALTS (linear)
646,0.6369009843053095,MALTS (linear)
647,7.477137973868664,MALTS (linear)
648,3.8767025215542166,MALTS (linear)
649,16.53520165859347,MALTS (linear)
650,4.496487070235515,MALTS (linear)
651,2.4677238187379427,MALTS (linear)
652,9.683431953665304,MALTS (linear)
653,0.8350759502151602,MALTS (linear)
654,10.40840198566911,MALTS (linear)
655,33.809951833356585,MALTS (linear)
656,14.969719787080237,MALTS (linear)
657,10.303117001490754,MALTS (linear)
658,9.61681508252916,MALTS (linear)
659,11.195730116590827,MALTS (linear)
660,14.925797475582991,MALTS (linear)
661,10.9132247478568,MALTS (linear)
662,22.267209867411786,MALTS (linear)
663,8.041398395226306,MALTS (linear)
664,6.88692122652724,MALTS (linear)
665,7.831061398656955,MALTS (linear)
666,22.54571848036764,MALTS (linear)
667,5.708616138845973,MALTS (linear)
668,11.461595710252055,MALTS (linear)
669,3.5145775319748074,MALTS (linear)
670,0.6524686629845402,MALTS (linear)
671,1.5402661466986833,MALTS (linear)
672,1.925457064281735,MALTS (linear)
673,7.519102248037478,MALTS (linear)
674,3.5363737330918332,MALTS (linear)
675,1.8941952132017283,MALTS (linear)
676,12.473920589056538,MALTS (linear)
677,0.2505439054557576,MALTS (linear)
678,12.116809863740615,MALTS (linear)
679,23.398924787164376,MALTS (linear)
680,31.47127645833525,MALTS (linear)
681,13.592558221660864,MALTS (linear)
682,2.087571242781898,MALTS (linear)
683,5.718962008382206,MALTS (linear)
684,7.212704025768575,MALTS (linear)
685,28.10032530751175,MALTS (linear)
686,6.035143174893818,MALTS (linear)
687,7.575768618004893,MALTS (linear)
688,43.88256099490396,MALTS (linear)
689,15.51443354316089,MALTS (linear)
690,0.14000733970444634,MALTS (linear)
691,4.343999452326376,MALTS (linear)
692,3.2452522755505955,MALTS (linear)
693,23.837689840052654,MALTS (linear)
694,19.655515307701098,MALTS (linear)
695,11.386539861681058,MALTS (linear)
696,0.20150718329016884,MALTS (linear)
697,14.929011664969227,MALTS (linear)
698,12.509226286751202,MALTS (linear)
699,5.60909527025098,MALTS (linear)
700,8.416664043412641,MALTS (linear)
701,5.477864664494468,MALTS (linear)
702,25.20664810833625,MALTS (linear)
703,18.556679903844802,MALTS (linear)
704,7.2324032846379085,MALTS (linear)
705,13.489261203110969,MALTS (linear)
706,3.312174628874135,MALTS (linear)
707,8.228887575914062,MALTS (linear)
708,14.012990437666033,MALTS (linear)
709,5.872492477438467,MALTS (linear)
710,49.35680687173721,MALTS (linear)
711,66.06593697215615,MALTS (linear)
712,20.480538385474215,MALTS (linear)
713,4.253891153036903,MALTS (linear)
714,6.513421281800675,MALTS (linear)
715,3.11722721983707,MALTS (linear)
716,10.734445779743707,MALTS (linear)
717,8.506338914185383,MALTS (linear)
718,5.672867465007712,MALTS (linear)
719,13.166196765984706,MALTS (linear)
720,17.53764744999468,MALTS (linear)
721,4.2813205722189265,MALTS (linear)
722,0.03174867560871462,MALTS (linear)
723,12.395279599664079,MALTS (linear)
724,13.33985795222846,MALTS (linear)
725,5.708416727149411,MALTS (linear)
726,6.169697283465654,MALTS (linear)
