,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,outcome,treated
241,1.784372254,1.743034569,1.586420683,0.937222854,1.190262555,1.591801637,1.633723904,1.885574628,-0.870975328,1.683322017,2.18123098,2.582318188,3.10434293,0.489526937,-0.149364262,2.186591222,0.147873772,-1.529656665,-12.62397409,0
126,1.069320948,1.184664016,0.688918436,1.758644859,1.153674283,1.714412474,0.772841367,0.726130527,0.116937885,-0.668268391,-0.453156561,0.963767332,1.428607608,-0.675354691,-1.067534495,-1.81509218,4.190063743,1.161389824,-7.597165179,0
487,0.330394305,0.618857424,1.042630999,1.39600955,0.479969176,0.448596241,0.76069563,0.160005146,0.640392828,3.747638297,2.45659291,-2.208433402,-0.707205705,-0.130163833,-0.852495764,-0.475810919,2.180393543,2.109034272,10.95038466,1
245,1.334699831,2.047762367,1.49760967,2.21350664,1.864927259,0.792452018,1.425464821,1.839743862,1.946031275,1.475666818,1.014310033,2.285245447,3.702978661,-0.492859139,5.817771207,0.750848124,3.664954743,0.498866032,-10.33461952,0
334,0.791908306,1.012044744,1.322800192,0.606655613,1.39165375,0.408969273,0.544594286,0.657248058,-0.423996353,0.24862103,1.537292187,-0.037497162,2.062911369,2.817493409,0.124043674,0.846509698,0.395258043,0.883645382,19.10494353,1
100,1.921095944,1.670948649,1.333639311,1.200140297,1.732994164,1.51870875,1.55584808,1.346150223,4.698094745,0.120163419,2.181225446,0.884172038,1.135999846,1.261198781,-0.072416656,0.934821681,1.035965114,1.251135543,-15.80925319,0
248,0.523856275,0.155100742,0.930257937,0.747108966,0.259201518,0.774564658,1.30016526,0.467142115,2.560451868,-0.270262244,0.969834908,2.572484242,3.077176283,1.431510164,1.531368147,1.74791995,0.635182832,0.794108532,-5.559066912,0
220,1.248445254,1.084228087,0.369225136,0.767189713,1.165376403,1.607027818,1.488623389,1.326975984,0.732581619,2.385719727,2.071816115,-0.531881012,1.348448454,0.767625168,0.400009918,-2.987580698,-0.505143445,3.083925678,-7.673751904,0
455,0.953335668,0.769733685,0.969564239,1.321593944,0.297865554,0.860210215,1.062612208,1.08888381,0.996262707,2.080169791,2.789234538,1.340684767,0.990653549,-2.551504769,0.639632004,0.141940996,2.251937488,1.290794456,22.76340897,1
355,1.609534781,1.033678856,1.019229398,0.803999295,1.281803057,1.699328695,1.480922682,1.479310901,2.005913907,2.092596487,3.003893485,-0.309125561,0.72692809,0.585026709,1.807823033,-0.863286513,0.026599446,-0.341254439,-10.64332347,0
283,0.026143014,1.022628623,0.686034077,0.291079714,0.876316634,0.760263268,0.746774792,0.727724391,-0.355804079,1.110690315,3.571780612,0.992580323,0.312879545,2.340897629,-1.341438381,2.79964106,-1.035667512,1.322162766,-2.321667934,0
162,0.78276691,0.822951641,0.763558799,-0.083560971,0.121290186,0.518918501,0.827631345,0.644746926,-1.780860035,-0.968133762,-0.747980653,0.193831741,0.25728336,1.915913909,3.197604887,1.42501803,1.005115038,0.309759245,-7.410825223,0
208,1.090055115,1.231036837,1.036878306,0.675220087,1.011402735,0.971020232,0.620970654,1.409422755,0.33003476,-0.074902693,3.272784199,0.455418044,-0.942856788,1.33496959,2.053443725,2.949698753,0.672117102,0.466102882,-9.977377272,0
306,1.42832309,1.720443295,2.070597551,1.97240975,1.667189606,0.70449596,1.031241129,1.087625626,0.093370259,2.096218671,0.565650994,2.382200849,2.790505752,1.213031261,2.485455711,2.537281954,2.172974458,-1.273377747,-12.42972931,0
8,0.932065419,0.700382587,0.209015623,1.046207864,0.498175616,0.88187312,1.152731187,0.912688126,0.611641899,3.567233482,-1.731224299,1.245241775,-0.219675534,0.091968131,-0.991285707,0.033742578,3.863325153,0.154682035,17.71926296,1
134,0.83123327,0.282794295,0.89090108,1.231387242,1.09873316,0.436620329,0.51178351,0.987209009,2.874821216,1.732624119,0.259124134,-1.111268778,0.701455226,-0.363480659,0.466135316,2.653941904,2.837861587,2.630766337,-3.953499023,0
4,0.513175257,0.075970969,0.729124697,0.930829144,1.360405829,1.349241496,0.71335883,0.747368456,-0.690261283,0.459873822,0.475463463,-0.006137774,-0.434870013,1.896908809,0.314838409,1.916643919,0.309319426,-0.893028816,18.5184145,1
256,0.11002004,1.080545959,0.045479238,0.941511801,0.433710816,1.139794049,0.823053556,0.887555098,-0.561043418,-2.63680582,1.682860002,0.370132431,4.013124216,1.958396085,0.528001616,0.920273963,0.837803706,-0.341355281,-2.551100942,0
377,0.36383292,0.626299988,0.966718465,0.561350224,-0.493345026,0.570660741,0.438504587,0.537044454,-0.993598609,0.605793103,3.22606357,1.877926468,-0.018866581,0.387570583,0.486204023,0.203410268,0.621130725,2.859067855,3.082087273,1
205,1.277291876,1.74260298,1.191608617,0.967705964,1.372504875,1.985631452,0.630184255,1.363827582,0.211058909,1.221238854,0.041705939,0.318309506,3.401022752,3.847161605,2.942834079,-0.015576305,0.948530129,1.063661155,-10.8512191,0
190,2.153410203,1.45197387,1.546683707,2.329012644,1.622237002,2.504039677,1.569241241,2.158199115,3.646302665,0.469717673,0.414302983,1.122885475,0.255932225,1.960150711,-0.729920592,-0.080922871,0.396271003,2.113988504,-15.18268225,0
490,1.171229749,1.233917584,0.104908578,0.819923536,1.245271004,0.776559197,0.923243249,0.28155279,2.107864579,0.431659692,0.289369078,2.458310728,-0.378425715,1.994860744,0.799762901,-1.349555504,-1.622977164,-0.683887906,-8.471301066,0
3,2.328823004,0.839174885,1.439224562,1.346047615,2.03403284,2.008664663,1.482900125,1.572186162,-0.978316864,0.526143346,1.062516272,2.160276101,1.196472558,3.500738828,1.936670979,1.081842077,1.678599127,3.422194569,-12.79113153,0
280,0.198556882,1.100883939,1.488472856,1.219279718,0.057852805,0.471985238,0.79055087,1.060443761,3.271331423,-1.810119347,-0.284458813,2.109130146,2.382997581,-0.333640542,0.180052719,1.841147472,2.225920953,0.648016113,18.52968251,1
398,2.584931374,1.334737785,1.004082023,1.820341111,1.320379332,2.326536118,1.804011657,1.385560376,0.012801507,0.691898524,1.129706053,-1.320147707,0.974934984,1.146281225,-1.433757118,0.020220175,2.665568495,1.26714718,-15.06852397,0
158,1.333713054,1.275257941,0.498560487,2.028999036,0.562440315,1.90048818,0.285535872,1.693704454,-0.779553092,0.162444269,-0.103964888,-0.5377852,0.754164368,2.876568291,0.524118581,-0.381411976,0.193264341,0.663464448,-8.79841813,0
247,1.061536141,0.924661885,0.428039823,0.309877242,0.435885964,0.752026218,0.687550921,0.418743839,0.387664516,2.373872597,1.029674012,-0.44893234,0.995292001,-0.663914529,2.799095479,-0.375400045,0.512353117,0.016810469,6.632806004,1
216,1.851778482,1.507066288,1.278992485,2.237987496,2.662837397,2.345848565,1.724183407,2.400834896,-0.594991789,1.586773522,0.887821092,-0.499041152,1.516604498,2.460521732,-0.414630148,3.403892794,1.356423661,0.807706479,-13.94927692,0
318,1.877726528,0.914369862,1.362568618,1.358824699,0.780228518,0.933286129,0.417583719,0.382760601,-2.670802558,1.954227339,0.111578357,0.788883843,-0.67797415,0.593136894,1.5029825,2.356422058,-2.28351844,0.414641051,-13.40273463,0
225,1.384747075,0.945990322,1.630183135,1.6424417,0.886075206,0.80241981,0.391886838,1.006928299,3.62244159,1.917036931,1.186707371,-1.648204331,-0.219733607,0.659991771,0.635025321,-0.437992752,0.460261406,0.731994687,30.74966514,1
314,0.557174142,0.892407222,0.512090461,0.238842068,0.306666885,1.032947601,0.467715274,0.123501023,-1.325349069,0.750409857,2.139834324,0.568680518,0.488747037,0.342898748,1.213620629,0.550724838,-2.15078821,4.608573195,-4.676086963,0
445,1.470305615,1.680550326,1.525409692,1.257340736,0.638739046,0.496167568,0.961436173,0.478714746,2.095340386,-0.171257133,1.856565521,-0.047325303,3.802465703,1.080443375,5.101327334,2.49480062,-1.059925262,1.791892824,-12.53638346,0
301,1.517780852,1.651723593,0.959409583,1.180972477,1.503369477,1.006429869,1.159506928,2.020278211,-0.88119909,-1.235436522,1.194243084,1.139024739,0.221772441,-0.177089037,-0.506439335,0.893875655,-1.305495966,-0.321729124,-11.36081102,0
38,1.166846161,0.716005013,0.366589539,0.361605926,1.177802189,0.836463553,0.846812304,1.33139045,1.289473406,-0.196791649,4.095807403,1.176843077,-0.493040023,2.949268618,2.374904308,0.16009856,1.981261643,2.1858207,-6.635232114,0
415,1.054719424,0.414584997,1.400725918,1.338272882,0.63835118,1.415560504,0.844767435,0.234654384,2.919379347,3.176450588,-0.363156934,-0.312584119,0.031917703,-2.847124025,1.365624199,1.860216005,2.654101377,-0.12135716,21.26152266,1
258,0.578554287,0.968313121,0.631539953,1.705070733,0.946423554,1.663383787,1.705224021,1.127622919,0.701727009,2.30472935,1.622593512,-0.780184124,-0.899930996,3.379828311,1.091648012,0.734357788,0.121851993,0.342197816,-2.650475733,0
57,0.384873444,-0.308157395,0.652139198,0.552177702,0.365411502,0.180887175,0.39674331,0.64495449,0.371698832,-0.177982128,-2.246827134,2.716871785,-0.425752694,2.146184822,2.979234656,0.819512988,-0.581464319,-3.138391286,-2.528976601,0
270,0.325634859,0.401739245,0.390985565,1.126682517,0.717430988,0.27819698,0.541651225,0.323677028,0.609597528,0.016778479,2.222693615,-0.656716035,0.961233283,-0.027042109,2.114543265,1.13916029,-1.716249184,3.196353203,10.3478804,1
34,1.953773914,1.32744632,0.910445558,1.01502764,1.368905701,1.124967415,0.359135203,1.997206135,0.618139339,0.637561402,1.855368122,1.810802938,3.608913148,1.946865704,0.339573102,1.082554888,2.161156493,2.442503341,-15.32520179,0
179,0.530037071,1.280507756,0.888011249,1.454553883,1.403782982,0.600873711,1.242773698,1.560790005,1.460368154,0.632294866,-0.225471911,0.325460035,1.609756279,4.361039636,2.328162411,-1.160223331,-0.496595726,2.410647237,-7.331044486,0
215,0.495072897,0.283627838,1.455437716,0.454817782,0.566948794,0.916132743,1.070673625,0.728399119,3.373156619,0.809230254,1.650484207,1.254112737,1.858697264,3.744839841,3.127976595,-0.466441668,0.370649772,1.644571507,-6.617449553,0
167,0.307997161,1.502559171,0.51514216,1.442591745,0.717106046,0.559105996,1.153110972,0.651626539,-1.023171981,0.86046408,1.554485811,0.410821523,1.226883374,5.417476471,3.443226886,0.480372143,-0.528149172,1.201993035,-3.333199636,0
376,-0.024773766,0.718522003,0.699151328,0.436652249,0.589142731,-0.00592389,-0.004445515,0.641347636,1.12628139,1.039036957,0.40554073,1.310674203,0.267610091,0.824718358,-0.392992588,2.659189076,0.631872728,0.904683097,5.245565315,1
146,1.278063883,1.24570051,1.259262622,0.719310128,1.490386262,1.129941147,1.910883079,1.151856852,2.438427437,-2.483100819,-1.164730417,0.410341686,2.175740375,2.264661925,0.058756977,4.120308001,-1.793524628,0.512219232,-9.215811757,0
351,1.298250384,1.863190778,1.569087264,2.016125487,1.045613697,1.365356265,0.815601143,1.093848579,0.276904029,0.577904175,3.869412053,1.268454834,1.404758372,0.286557552,0.912633582,1.915604012,0.769352269,0.53926348,-11.47907042,0
14,1.046691747,2.155208002,1.283980673,1.712164579,1.770082808,1.329177984,1.636813769,1.76006469,-1.945422594,1.799602276,0.836015175,0.575224871,3.150615768,0.147074139,-0.274769695,2.086669745,1.908847522,-0.935387721,69.91942314,1
123,0.776412264,1.324807538,0.989187666,1.441311759,1.705668975,1.030325055,1.32797752,1.223081503,1.302117981,4.41198401,1.747016258,-0.127782499,-0.463394059,-1.360799532,1.66545622,2.291577493,1.190659258,-0.217019981,-7.137855027,0
480,1.785918499,1.69783454,0.773027679,1.429613866,0.962683913,0.928727086,1.225556957,1.926560913,-1.262882437,1.4165852,0.449799878,1.184246075,-0.341967289,0.137654036,0.917134316,1.195964537,1.661036593,4.626188923,47.41891121,1
171,1.650559293,1.852572132,1.775970218,1.56490272,1.623781411,2.10304771,1.263264961,1.777526762,-0.10912505,-2.876481659,-0.76497145,2.456802159,-0.860033376,2.017856761,2.170902505,2.396515243,1.346204264,-0.428280213,78.35962539,1
468,0.642283797,1.738267852,1.262403763,0.583603975,1.461502973,1.558095714,0.959508118,1.396594569,-0.8557968,0.895166246,1.331873252,1.619221483,1.817255096,0.466086871,1.298493416,-0.052077789,-0.016273609,0.298843272,-7.296596294,0
73,0.453008069,0.486476856,0.587952091,0.85288922,0.51777632,-0.543725303,0.892056676,0.850349102,-1.158166024,1.341771859,-0.54525776,-0.01429433,1.665993366,0.293261322,3.270159805,2.93810663,1.277575982,1.108652446,-3.40572557,0
85,0.680510339,1.36683908,1.219229684,1.264034371,0.654485936,-0.216750396,1.763787815,0.272720045,-1.367687935,-0.486144876,1.385089154,-0.349441704,0.41983689,3.114659092,4.344960869,0.715572354,2.42869994,1.255314101,20.29299805,1
122,0.749675783,0.566579039,0.854765231,0.759386856,1.055998795,0.854370309,0.767557323,1.33803109,-2.240406319,0.703961028,-0.848799,3.537759456,1.796931681,1.527953259,4.258138152,0.780689633,2.3442925,-1.191801869,-4.26204214,0
43,0.603328221,0.667555076,0.633819856,0.842378816,1.011105873,0.919559057,0.474039704,0.204580685,3.26523913,-1.428985007,3.065733571,1.851874753,-1.758009388,2.969623885,-0.660638264,2.159438292,0.120877173,0.691240554,12.56323605,1
186,2.053407613,0.900855872,0.581639759,0.685124561,0.754980155,1.17159183,0.117951852,1.508599684,1.937269608,2.31091759,1.571030259,-0.445176485,0.842002978,-0.575726632,-0.825978214,3.206516179,2.000587529,1.038607883,-10.71625789,0
139,1.768301906,0.888385691,2.497204793,2.194626052,1.419371808,1.637821538,2.016400997,1.41777718,0.239723135,0.020271385,1.445496422,1.736955471,1.291360641,0.883637924,4.092739556,-0.796915259,-0.644823916,1.3192569,82.40457101,1
442,0.911969621,0.524388723,1.672463081,0.865769824,1.709896101,0.926577358,0.890429523,1.603494031,-0.288083767,2.826249362,1.434550641,-2.897294927,-1.312715475,1.122954488,3.380987297,-0.102410502,2.093614094,2.390472833,-8.252210644,0
95,0.829154504,1.115950908,1.298915916,1.019520568,1.29766921,0.568513233,0.968996809,1.017387472,3.596927069,1.538957238,2.314874418,0.957641075,-0.556103667,3.024295945,-0.319716095,4.322229212,0.469695431,1.095225526,-5.046770018,0
89,0.665624167,0.827995989,1.475267907,0.903642234,0.622898274,0.758419752,1.352871063,0.723138559,1.320590632,-0.36130358,1.52903841,1.384537033,0.188835361,0.814489692,2.255536644,1.439630916,-0.397050739,3.350741106,22.13092404,1
77,1.099576952,1.141888719,1.524433129,0.407240167,1.28062382,0.857235944,0.920335953,0.889139634,0.562599786,4.945085236,0.243857945,2.633630959,-0.510548051,1.808497906,0.32514684,-0.950944951,-2.075035818,0.572144449,-10.42573209,0
433,1.80887229,1.478865656,1.92580987,2.394073643,1.406781093,1.9686226,0.841780146,1.888648818,-0.793887577,-1.325887875,0.094899343,0.087496899,-0.607258509,0.82080444,1.021039093,-0.494691814,0.824093119,0.184082105,82.2090178,1
457,1.414760438,1.043820788,2.02224195,0.828627222,0.505954096,0.991917488,1.073023855,0.155616617,0.523369831,-0.146499292,1.885119645,2.186968805,2.136600687,2.167884981,-0.566059476,0.004950967,3.251949674,0.986255844,-11.80825885,0
330,1.216578392,1.234432209,1.174204321,0.994757819,0.273888441,0.988533829,1.420548946,0.652211396,0.8595241,0.169437764,1.236642932,1.557154675,1.680461023,2.704320554,1.619133678,1.111910223,3.209389903,0.921715812,-10.07064263,0
269,-0.269490606,0.818001579,0.417189328,-0.251297212,0.005249308,0.101906324,0.082353847,-0.204342352,0.982661439,-0.925168786,1.991372756,0.82644393,1.45106607,-0.442801085,2.018263145,1.615997184,2.153744624,-1.790523794,-2.189277443,0
352,0.566041011,0.606563835,0.70277965,0.861246314,0.869044364,1.077540674,0.916154685,0.722541047,1.004713038,-0.773785779,-1.766933411,-0.975487385,1.221901016,0.019046374,0.450873113,0.134112249,0.122394733,0.5613748,-4.664015889,0
228,0.44726593,0.235859856,0.825138199,0.833410885,1.428768196,0.85337435,0.776791931,0.396133721,0.57695119,2.312315091,0.225546425,-0.63479826,1.191360729,0.790709624,-1.336268495,1.637367732,0.758839009,2.972858813,-1.650749182,0
276,0.586970905,0.845301711,0.335971515,1.327400681,0.364709447,0.555599233,0.272977038,-0.181722562,1.359411999,1.667559033,1.218420688,1.267564859,-0.319344088,1.124376768,1.333106393,0.610209433,2.945638588,-1.476118512,-4.998350613,0
469,-0.825991879,1.059479095,1.140110533,0.220167291,0.782882536,0.534800159,0.629036584,0.500096199,2.526372244,-0.413478764,-1.196738824,2.517881595,0.193140572,4.568569618,-0.164934561,0.626989177,-1.602903224,0.926461671,6.874875172,1
272,1.081711491,0.206348313,0.584989729,1.096769477,-0.029846889,0.44427799,0.07326962,0.271016603,0.49758703,1.645846705,0.52772245,1.798499943,1.721295376,1.955005099,2.786309719,2.827566042,0.869234372,1.199755939,-5.24290615,0
402,0.775912919,0.173911468,0.412757295,0.880987854,1.226860957,0.914573038,0.764647709,0.15000812,1.531005698,0.82702971,-0.389802861,1.252787803,0.02839932,0.154244207,1.157481988,0.873741855,0.240827583,-0.856508375,-3.005937806,0
298,0.779437838,0.392900082,0.084616177,0.616515055,0.634610901,1.080168745,0.692867779,0.564131189,2.188022836,1.50956137,1.950269746,0.530965144,1.548523678,1.48414896,0.79903896,1.453805579,-1.490992143,1.271910924,10.06119229,1
427,1.366905255,1.102116061,1.719338276,1.186431946,0.349744413,1.536003625,1.068050135,0.879444776,1.274252361,2.538019164,0.407144686,-0.615116149,0.320358901,0.242986863,0.263594272,0.424954699,-1.738248805,-0.653364535,-9.686751565,0
141,0.641312218,-0.042541488,0.298514132,0.775740741,1.086737191,0.969385649,0.705617513,0.648205676,-0.409211388,0.078911159,1.336323075,-3.406195616,1.318943602,1.470281913,1.851738938,3.523990302,0.225570181,0.691217766,12.94845521,1
109,0.472860698,0.218119678,0.849148008,0.1449069,0.480405011,0.225827852,0.589777526,-0.148295894,1.297332492,0.273729619,1.310543159,2.132480616,3.039130389,2.044108067,2.023302083,0.983178763,3.017140595,-0.247238599,-4.445272518,0
361,2.258311503,1.611572539,2.242830682,2.41305706,2.233064728,2.4875082,2.353994012,2.442888521,1.727207127,2.225951862,2.342958637,-0.1437744,3.156391537,2.796154018,0.002682497,1.736699716,1.654268089,4.725438217,-14.76408376,0
401,0.69003362,0.310008361,0.440698802,0.041915678,1.050851112,0.064092188,0.248369169,0.552417734,3.581183035,0.967127843,-0.624376965,-1.365051097,0.78861641,3.021679959,0.76976035,-0.759287281,-0.071720043,0.663812052,2.96278449,1
19,0.314927226,0.282253739,0.573448145,0.34743784,1.063483523,0.180856551,0.153841694,0.437701137,2.418214275,-1.04253662,1.802481447,0.856061054,-0.344610325,3.080772154,2.496089592,1.864701456,1.660001258,1.713205157,-1.350178095,0
441,1.889026216,1.926584145,1.65075084,1.582438247,0.851139475,1.189755481,2.05448339,0.741326222,-0.920600287,-1.366476602,1.655905224,-0.655021325,1.971359595,1.671056038,0.779844058,2.169185621,-0.020489351,2.443377698,-15.77642487,0
193,0.974420786,1.515458318,1.070394129,1.101113996,0.963511344,1.595447862,1.25470185,1.153305019,0.411353978,1.217640686,0.911937315,2.029705113,-0.562651857,1.444511161,5.42619353,-1.887602209,0.784964372,-0.779560357,-7.828530818,0
421,-0.407855559,-0.071092361,-0.622459924,0.176364219,0.165907025,0.141103081,0.277568889,-0.025685181,3.000518468,2.243944331,0.272660369,1.242738817,0.122532731,-0.045092586,-0.720577462,2.079445704,-0.409354002,-0.872784368,3.60813959,0
54,1.567110531,1.330273899,0.831083308,1.345452018,1.548159421,1.221642195,1.539751058,1.250829206,2.15195725,0.466762445,1.054318044,-0.074965121,2.039113747,-0.168700984,0.553868108,1.330504127,1.652476254,1.787355301,-10.9426983,0
194,1.528807239,1.506875392,1.356620239,1.890398019,1.247470407,1.38281784,1.014404399,1.331631511,1.279998362,2.439195169,1.476172323,3.180014752,1.850595715,2.964323383,1.199949584,-0.449435102,1.539647729,1.24041732,-12.07816768,0
309,-0.553398443,0.035082121,-0.245057777,0.211405305,0.206018244,0.102645134,0.691276081,0.017358961,0.542002362,-0.793380167,-1.366854762,2.274868347,1.491385213,0.997495617,0.946654856,0.266122675,3.895747327,0.60603292,2.8510128,0
263,2.207660139,2.285591698,1.883717748,1.632318572,1.418246873,1.35240831,2.287339032,2.168770416,-0.657881916,0.961562183,-1.192655375,4.460396762,1.152116208,0.116829332,0.927656606,2.140739044,2.06890924,-0.693324958,-17.82922331,0
175,0.983750479,1.521753045,0.625409623,1.950314231,0.979377957,0.962174397,1.579964671,1.454952883,2.458442598,1.254926315,-0.724643219,0.163352894,4.648833693,4.045095238,1.475827068,2.563082445,3.095504065,-1.079047604,45.82287955,1
388,1.222402354,1.788614151,0.716380835,0.880720208,0.608682286,1.115676739,1.089621548,1.34604431,-1.748685991,1.064349979,1.85095099,0.428156502,1.237908739,-0.114811494,-2.450538127,-3.526817481,0.371120696,1.551024807,-10.96230174,0
15,1.297725871,0.707395343,1.266450928,1.677710017,0.869328515,1.087301843,0.973094238,1.88686115,2.18414966,3.941370616,0.496690287,0.088581722,-0.090862822,2.277113007,2.33262487,-0.666984967,2.706766548,2.913323919,43.11859607,1
101,0.411710485,1.042016103,0.874006529,1.345024606,1.49173947,0.823822079,1.27435659,1.781354095,0.426955948,0.951078751,-0.922473673,0.565411576,0.10795753,1.064585311,1.562426017,1.018177374,3.645224278,-1.026571063,-4.539354507,0
305,1.24265376,0.777879854,1.336517134,1.171756415,0.879954686,0.862561529,1.400979763,0.854454879,1.688259148,0.255769827,1.799302336,1.413820866,2.599896143,0.715437701,-0.608875926,2.40454919,2.662708108,0.458547462,30.55184602,1
479,0.985787833,0.700614686,0.861128863,1.183851407,0.954627046,1.074177102,0.983349214,0.33643085,3.152253851,1.730137388,1.149705302,1.318335225,0.897096092,0.660458702,1.527460525,2.161388018,0.446862222,-1.285847752,-6.876588898,0
151,1.874233431,1.602357209,1.570412092,1.517651666,1.432353833,1.707977964,1.174141339,1.390154273,4.679553174,2.078189769,1.320086933,-0.631184285,-0.331012802,-0.410457185,3.883178087,-0.240045796,-1.283545778,2.383036179,-12.17442009,0
75,-0.180830303,0.606268964,0.061594039,0.534582695,-0.123043731,0.203318377,0.395145673,-0.224938489,1.903994543,1.235751039,1.27725387,2.086935737,4.287451205,1.059293863,1.882795023,2.629354776,0.859982268,2.346133814,0.736541699,0
412,0.795182968,1.480367928,0.748957623,0.338729172,0.00459859,0.460204856,0.040644093,1.0777426,2.089534312,2.809396752,-0.556779209,0.63121227,-1.084479861,0.882053475,2.469269144,0.689301393,0.257909854,-1.508784624,-9.246887157,0
63,0.687357049,0.593829919,0.1732835,0.19923022,0.354674138,1.346908539,1.184441419,1.376322937,1.20433417,-0.58917414,0.878539091,0.213177727,3.757398773,-0.254107288,-1.038736829,0.169760241,1.232104855,-0.316791913,13.8281103,1
135,0.418495059,0.452352063,0.817776774,0.184099504,0.418520298,0.258981191,0.161762382,0.236182906,1.81623134,0.205305469,1.658497025,-1.590062092,2.656069083,-0.649014376,3.001204824,0.049683037,4.349671337,0.604213043,-3.800361803,0
236,0.895146274,1.367342666,0.365019813,1.773326868,0.911562502,1.272574043,1.114638396,0.952122799,-0.870946455,1.19247161,1.671828674,-0.046315968,1.248232086,0.495575083,0.751410195,-0.01225676,0.008924875,-0.92861612,-7.422039063,0
437,0.854824273,1.807334149,1.379580936,1.353773294,1.47144787,1.914838484,1.250323612,2.001337238,3.536597157,0.473168257,0.478399463,0.997574446,3.40169602,2.218653103,1.240593607,0.459934394,0.626906716,0.133950089,-7.097969314,0
69,1.061122741,0.577097595,0.412925181,1.20327381,-0.261534033,0.692269166,0.144965325,0.379506138,0.776822733,0.465736646,-1.10205799,1.929836082,-1.507345749,1.783018179,0.845889564,0.191508641,-0.917578745,-0.081980486,5.1703522,1
