,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,outcome,treated
1278,1.224410786,1.467942545,1.309111568,1.463022538,1.023923945,0.39166499,1.000290836,1.02777462,1.294641991,2.215823367,0.650265303,1.746748219,1.721497505,2.236873528,1.080155348,-1.440300726,-0.85703743,1.149519716,-12.9534865,0
1349,0.246156477,0.651729936,-0.135493389,1.029193911,-0.371205764,0.084817911,0.551515204,0.701684731,0.177866046,0.722972849,-1.250330773,-0.424052823,0.041230621,2.852168609,-0.433190964,-2.787903958,1.305556361,3.163543021,-3.372073337,0
6,1.316079595,1.178277807,1.160528302,0.183272892,0.915783234,0.066144136,0.224966559,0.276297666,1.658942559,3.634073123,0.796256943,0.767382326,1.071871747,-0.394789328,0.182303803,-0.200035725,-0.894109417,2.895623145,-10.90458292,0
133,1.97112191,0.619307783,1.056398356,1.598846158,0.340387337,1.498415561,0.977916124,1.334107773,1.026506724,1.113696237,-1.508932892,2.966783792,-0.635797968,-0.340760651,0.575938241,-0.532999427,0.655888664,1.210563214,-13.37400538,0
293,0.190965637,0.383880524,0.308030752,0.015125098,0.258774296,0.889087948,0.286228481,1.063715718,3.441635421,-0.005512731,2.27430357,0.353264987,1.720018842,0.748029994,-0.345179571,1.073986714,1.038487055,2.060767662,6.981788315,1
344,0.812612792,1.064656471,1.730492544,1.542145391,1.340416279,0.922484395,0.9432722,1.489107651,-0.284915101,-0.357559705,1.619270714,0.868039882,1.271257677,1.08445213,-0.167390437,-0.902286323,-3.760291117,3.250580884,-10.80849689,0
1632,1.27964718,1.334320491,0.577698685,2.111782102,1.047525066,1.136877907,1.620137647,1.080440531,0.670821025,5.094580173,1.268777235,0.527876986,-1.658138124,1.89518929,1.71140109,-1.735181181,-2.029794789,-0.13016114,-12.6659736,0
837,0.813542314,1.352760654,1.067969093,0.992572574,1.113744753,1.049690104,0.431677841,0.271372609,-0.447032965,0.573587832,1.244794712,1.74698383,0.751297932,0.850551653,-0.17702929,-0.819709835,1.232618485,2.372937589,-9.850500753,0
1230,1.217548042,0.770446588,0.521335398,0.337273075,0.03772619,1.071832773,0.613269672,0.652972398,1.718947383,2.820475153,-0.624328333,-0.371710536,1.579586416,1.233753176,1.068108894,1.138265947,1.145464211,-1.013171407,-8.179478751,0
2192,0.729768991,1.198764011,1.722084348,1.209499652,-0.207083981,1.265259808,-0.048098909,0.909758221,1.315229134,-0.200604691,1.368245725,1.202271157,-1.952902267,2.724411773,0.702178819,0.201442313,-0.184439803,4.647932007,-9.085700067,0
628,0.071047458,1.511911688,0.734672634,0.265460832,0.638275986,0.745021337,0.634935541,0.671704797,0.921309953,0.712922187,-0.094612118,-0.164964244,3.312805426,0.869707334,0.372054299,0.469692919,1.072165758,1.666944106,13.74518594,1
140,1.116936071,1.308243756,1.569298437,0.981752466,1.164466277,1.446580532,2.042294074,1.554100721,2.332183824,0.35043193,0.315957818,-0.154205225,2.215867885,2.485486061,0.395637828,0.08615744,-0.996882565,-0.114729812,57.14628539,1
711,1.492881021,1.107770803,1.430373623,1.277794475,1.173223228,0.685046176,0.792375615,0.973892322,2.900706761,3.257531238,0.535412848,-0.190168743,2.485591774,3.471693656,-0.065807143,3.995255723,2.296912697,1.597809628,30.53984102,1
2391,1.803650222,1.573562976,0.905298224,1.678568075,1.148689301,1.458683802,1.207813875,1.778456188,0.579768145,1.111825027,1.353565598,1.341986308,-1.4397436,-0.075631114,-0.101319799,0.297901588,-1.281744463,-0.162788197,-14.57524085,0
1130,1.269556594,1.285842958,0.642308332,0.31868025,0.969240431,0.795964683,0.266007456,0.394637145,-1.963640742,0.031522389,0.094482843,0.850994222,1.772373972,2.519066512,0.651225259,3.676462047,4.146936052,-1.210441039,-10.82362578,0
2457,0.250188466,0.02473271,0.685689682,0.594438837,0.71973452,0.372323663,0.523660384,0.421256609,-0.460163565,-1.914597335,1.472655488,-0.972792754,1.310328506,0.456485333,3.520593962,0.497630024,1.134281045,1.335617025,-2.119374006,0
44,1.543370502,0.636497098,1.113065085,1.716447505,0.373574341,1.061482507,0.864262993,0.366107833,1.015592111,0.268178616,-0.363974924,2.334789631,-0.103809754,0.847250019,0.076582166,3.577475226,2.382263715,1.866451391,-10.97116816,0
1088,2.125308823,1.711964955,1.771303202,0.868963023,1.732763557,1.327182746,1.596519934,1.509623764,0.395618987,1.95273053,0.018057571,-2.47231557,2.248072462,1.240354229,0.711571469,1.669288302,0.246843931,0.635146406,66.71758297,1
574,0.294226325,0.236688759,0.273789836,0.430385706,0.918812566,0.016172894,0.508570284,0.079488109,2.16185485,-1.156504874,0.494789582,0.168716081,-0.45240408,1.101235033,4.373694275,1.083449043,0.352819207,3.310520378,4.021027617,1
312,0.56611173,1.452472632,0.057860501,0.501026952,0.560731369,0.65850922,0.698649547,1.163436371,-3.10451731,1.639981095,-2.115661951,-0.213506712,2.141858392,-0.855429323,0.70703989,-0.957655038,0.863824795,1.636195809,-6.262439505,0
1624,0.796265133,1.844226529,0.801774874,0.647390059,0.258863249,1.169192017,0.479203197,0.816382158,3.620394956,-1.138478189,-2.447370007,1.0756468,1.161484951,-0.8246623,1.837691176,1.85899933,2.942652496,2.042342583,-9.330103133,0
1414,1.340911344,1.676540149,1.036661416,0.880623003,2.29046988,1.499475834,1.450348539,1.618393587,-1.75851356,2.013631479,1.479157655,1.062205242,0.888847789,1.504369135,-1.109497688,0.280829226,-0.50887359,3.17872532,-12.79900335,0
232,0.78987608,0.384876418,0.377243543,0.838613796,1.447186589,0.650201652,0.570306418,0.513409635,2.075406914,2.487048097,1.58138681,-0.121102121,1.215387871,1.023004011,0.164372688,1.078836044,1.614531362,-1.504919957,-6.727496476,0
2035,1.608680729,1.461201405,1.600054049,2.317314186,1.392105268,2.048525013,1.549947861,2.285634268,-2.866686407,0.63500523,1.251650147,2.34912313,1.438786047,2.539884984,1.903582505,1.569755203,0.978786326,-0.834075584,87.31300666,1
1405,1.756307756,1.54876397,2.163594825,1.483565525,1.083849623,1.159796864,1.508973829,1.06177311,0.911572638,1.213857324,1.708504481,0.179624559,0.180518849,0.664558638,-1.712545012,-0.911148881,2.032570687,0.410451112,-16.26100278,0
1102,1.748577067,1.412263468,1.466171974,1.457846357,0.925052001,0.827259026,0.941609534,0.599882903,1.748239098,1.629752102,1.556934783,-0.196904332,-1.249644387,0.493221305,0.902663802,2.871127602,-0.921886465,0.370707604,-15.9280967,0
9,0.710740794,1.199034182,1.104752788,0.319162091,1.348503343,0.775434442,0.500479184,1.16107236,1.591885144,0.846322571,4.086869097,1.571755348,1.065813052,0.629478347,0.343921599,0.233098451,1.398669979,1.985944045,22.8014129,1
20,0.714401261,0.251436347,0.928330808,1.294068238,0.473659764,1.094987071,0.695068417,0.660939444,0.862324854,3.417678089,0.785011563,1.454986666,0.124729028,2.444424596,3.424502586,1.759470958,1.376695854,2.035513513,-6.044669177,0
897,0.487328113,0.982607767,0.997716286,0.717238688,0.399160874,0.459294256,0.872876953,0.931452373,-0.102653885,-0.162699969,1.211162379,0.492759096,1.12708392,1.268650706,1.469355245,3.404857683,0.321798245,0.479162082,14.19989913,1
1928,0.269912178,0.532933497,0.050331062,0.259439555,0.109906946,0.568486005,0.562647312,0.689553654,1.351142498,1.026964604,2.03341089,-0.087241132,2.58732334,0.945626076,2.857719673,-0.223326426,2.84739712,-0.429449397,-2.823962949,0
981,1.013851546,0.517025923,0.187570665,0.531061573,0.128264969,-0.203642031,0.681756791,0.595511469,-0.293005153,0.331841754,0.831562725,0.334686745,5.180980355,0.685180315,0.411647078,0.777001219,-0.866174727,-1.508272044,-9.07576453,0
1303,0.083970067,0.415856242,0.35447681,1.006265895,0.449680369,0.592818885,0.164696925,0.431674139,2.245252012,2.118769407,2.269463478,-0.106954074,1.088469879,1.321372096,3.689789206,2.308955342,0.11927203,0.950651517,-1.657240343,0
162,0.352976494,0.965735466,0.221194831,1.194051769,0.319424222,1.533915711,0.383004953,0.622052039,1.304240355,1.416289015,1.562571896,0.85770077,2.14851202,2.50456087,1.998911997,1.089091906,0.321112197,1.511628055,-7.082478742,0
186,1.714049515,2.03122826,1.972588872,1.717904426,1.115036022,1.769408434,0.705824592,1.91346985,0.423825926,1.813266104,0.665773396,2.062855589,1.568814915,2.505804752,1.186016165,-3.150339236,-0.310645128,1.171269418,-17.68931037,0
570,1.545408082,0.966172009,0.800792767,0.80604117,1.002559172,1.949005191,1.401622838,0.715766111,1.523934272,0.957057794,-0.025458763,1.358522058,0.127452536,0.052861321,0.00246479,2.211662915,1.504673078,-1.111350922,32.64420784,1
1541,1.456138776,1.261896818,1.301936766,1.318021835,1.559580814,1.128320975,1.668877162,1.402995221,3.795423891,3.497040012,0.462935884,-0.141411203,2.004187997,0.086183391,4.003091983,2.053935369,2.182903086,4.222792208,-15.30337503,0
2001,0.529533941,-0.114937503,0.743111097,0.77557815,0.962187041,1.205460518,1.302779048,0.58127516,2.262681686,-1.672301342,0.213810883,1.31952606,1.279544953,2.172193079,0.970931932,1.254152555,0.127500304,0.955984274,-2.3266441,0
1073,0.568627041,0.70521044,1.260648087,0.334090181,0.870128413,0.478224891,0.348541307,1.019831596,-0.306393625,1.911192578,-1.52621662,-1.292256396,1.780132574,-0.155649289,0.858718816,0.768261928,-1.15484314,1.703793782,-6.593230481,0
188,1.283354215,0.572748443,0.701525602,1.042485383,0.600544918,0.258555053,0.195192736,0.53843115,0.277807509,0.44967789,3.505606137,-1.165879644,1.322404182,0.344086666,2.02567013,3.568338173,0.577555922,1.984508803,-10.08934856,0
1245,1.238392085,0.553096692,0.564518484,0.816956188,0.935106643,0.857079419,0.867970709,1.016849304,-0.218045239,1.963220543,0.547154085,0.076408864,1.775256937,0.218811795,0.786907907,0.657226789,2.650012054,1.907694803,18.93988863,1
292,0.968655738,1.766640616,0.590964976,1.958362408,1.002029675,1.272135698,0.837066997,1.462424253,-0.916468842,1.349450696,-0.425239073,1.019660848,1.85756242,0.373450155,0.150733557,1.864817389,0.76127424,0.021218436,-12.49651112,0
2202,1.113048902,1.543198248,1.273472,0.947048472,1.571935881,1.291751954,1.428953095,1.237101917,1.730685928,2.263255702,-0.905595964,-4.436485002,3.00800746,2.531199183,-0.375449743,-0.412409489,-0.080397842,-0.117936877,-13.62042707,0
2057,0.357574586,0.309115798,2.020046946,0.91340431,0.756174962,0.732209263,1.01252242,1.050188829,-0.213849088,0.997307885,-0.083287184,4.134699359,-0.233090161,0.821555564,3.518576498,1.498301333,0.835551959,3.470541468,-4.033754318,0
1386,0.924657578,1.078729029,1.336869635,1.685914639,1.246187472,1.002851608,1.66196988,1.249767753,-0.204511893,1.258897513,0.771769244,3.380384808,2.852420224,0.293020367,-2.000761996,3.172921386,-1.364632067,0.663782904,-11.40267534,0
895,1.332251732,2.156485054,1.415941889,1.356622729,2.246871305,1.432983274,2.091188713,1.937408289,-1.466891193,3.462199896,1.641788506,1.550468384,1.16111589,1.205817694,1.254783932,4.013438656,1.249214986,-0.602401797,-15.81015158,0
1578,0.417097576,1.020067429,1.162743841,1.607564274,0.40612126,1.326433436,0.86060772,0.96975253,1.626145805,1.429066167,0.799562011,1.099640024,0.451642508,1.741425475,3.767731492,2.832558952,1.281260599,1.042136881,-5.692220626,0
2378,1.204215294,1.121074466,0.868773487,1.229351283,1.163048821,0.952372525,1.364545527,1.091111263,2.0687941,3.045094327,0.654741026,0.181535123,0.09548424,-0.240916492,1.316102709,0.530655447,0.871717434,1.488486271,-10.61818267,0
1544,0.998087015,0.981593458,0.678842289,0.676363153,1.556400836,1.302727954,1.122801366,1.155362429,-1.373239181,-0.465013398,2.838955572,0.732701162,3.241549129,0.445272775,-1.668935373,1.973755552,0.271957605,-0.208037081,30.86470343,1
250,1.137130358,1.46190303,1.112993047,1.206759111,0.761248058,0.781853194,1.17361918,0.516874937,-1.009311716,-2.056255187,4.062115141,0.919036028,0.413538575,1.888018647,-0.349743497,-0.432419178,-2.26304235,1.652560889,-11.71145443,0
821,0.006848586,0.894897723,0.695687072,0.900209306,0.492504837,0.699150823,0.904367322,0.556633018,3.021639049,0.780773,2.773897024,-0.176699199,-0.128180313,0.619547177,-1.76299986,4.796079142,0.198736593,0.630644889,14.11196947,1
2172,1.566310249,1.394640309,0.464300312,1.559220933,1.610124333,0.974543306,2.278195896,1.470463869,3.300826885,1.000743567,0.852275881,2.930009302,3.193158701,-0.304636158,2.575450386,2.880243668,1.262664893,1.106790689,-13.93352277,0
1384,0.832625424,1.179614452,0.334981801,1.154358187,0.306527872,1.158321515,0.739787631,1.195720817,-1.15186221,1.513548025,-0.137260574,-0.049165838,-0.620976624,4.317754628,1.564038314,2.550419377,0.668147076,0.69134275,-6.699776043,0
612,0.363049268,0.650263872,0.058047595,1.270998357,0.46819887,1.044447692,1.470759908,0.173980048,2.906335917,0.881779907,0.750869567,0.903883849,-2.425060545,2.836152244,3.160599093,1.847804495,1.943911781,-0.493588576,-4.860091354,0
750,0.930422063,1.355179449,0.832846214,0.408008963,1.493949041,0.843252795,1.177890785,0.925247669,1.454095851,0.512102201,0.140080947,0.343656163,-0.214717486,1.130788098,1.964331128,4.547523086,-0.704092571,2.763547816,-11.62430218,0
2189,1.449718112,0.677871281,2.151846631,1.571611407,0.929049895,0.901186181,1.031659675,1.37707573,1.290296301,-0.744301684,0.678115053,1.74123464,1.063591905,-1.296399781,-1.1855738,4.33253528,-2.36940954,2.571170793,-12.35067649,0
1985,2.173518883,1.583766275,1.70941766,1.286512449,1.839775469,1.49225231,0.967865397,1.756298347,2.11433648,2.370545324,1.552489606,3.212812734,-1.150289485,3.217408831,3.907570283,2.481763122,1.08218834,0.935107929,-20.32214101,0
638,0.400629654,0.048406522,0.372004892,0.606676971,0.136940028,0.577879803,-0.243212384,0.878577786,2.872836301,2.499291175,1.664496875,3.663901229,2.169597038,-0.220474903,0.644037657,-1.613413343,5.283254738,2.754115262,2.699996828,1
1816,1.201441348,0.686217473,0.945067586,1.006822178,1.993464976,1.257263668,1.765272918,1.336560709,-1.14453834,1.945667727,-0.936339908,2.019092644,1.996620852,0.009223902,-0.235802953,1.258458653,1.091636629,2.751495381,47.94591089,1
1876,1.856713564,1.666349685,2.116121336,1.722217179,1.014196836,1.934186163,1.650695608,1.288993637,3.367999972,2.445283875,-0.831344219,4.587272973,1.045206575,-0.37183794,-0.260916626,0.082413133,0.245371003,1.052459048,73.04223148,1
1817,0.792963905,0.705516435,0.734667883,1.305767758,0.635117752,0.428649112,0.589157328,1.111672752,4.955580829,3.02535986,1.634466989,2.582391714,0.972307365,-1.852640126,1.590593498,1.989760132,-0.899730129,1.533075303,14.88790229,1
1613,0.358342061,0.500892432,0.67537632,1.237960759,0.938654712,1.260082977,1.28326822,0.301270791,0.69178102,0.484147978,-1.184338779,1.392173931,-0.310050364,1.375866896,-0.023738656,2.895549977,-0.214613664,1.460928669,-5.647176075,0
979,0.858659504,0.602097575,0.644513497,1.198806222,1.177148951,1.394608131,0.917768968,2.093420258,2.13277712,2.055993959,3.251971824,0.13422393,-1.272783369,-1.350239463,1.352429663,1.870058696,1.1099208,2.365706515,-7.507705556,0
1532,1.331840994,1.660843883,2.03054017,1.263528977,1.397676216,1.830266071,1.433068989,1.747576869,-0.111612702,-0.521461371,1.920351213,1.736897213,-1.598618702,2.25475034,-1.475501549,0.28179486,0.075236782,0.813921525,-15.77164389,0
1171,0.403811502,0.847830562,0.456423472,0.468798236,-0.128491197,0.080156602,1.23312959,0.866105464,1.49132029,1.985611244,0.885866947,-0.732273247,2.166357266,2.416381271,0.803186569,-1.555751988,-1.05538066,2.811021079,8.627838208,1
40,1.380393368,1.379944503,2.093628493,1.460497135,1.757073483,1.148055398,1.818271382,0.912056186,2.520050822,2.286327738,1.174843985,-1.762455756,-1.442660337,2.740625399,2.096993472,0.684795559,2.185263119,1.292476238,-16.19811302,0
675,1.463962626,1.743958116,1.596947262,0.415871614,0.658108591,1.018835089,1.053005287,0.974089965,3.986637171,-0.260921486,3.740262296,2.166413417,0.848071692,0.096365426,0.619494775,1.249028195,2.960146161,-0.417414072,-14.4796531,0
2459,1.881349042,2.085090011,1.178282908,1.523270095,2.414008107,1.250572558,1.144724806,1.655489877,2.249623824,3.01489153,0.170790825,1.447378044,2.385351876,0.823147299,1.318792796,2.142179132,2.548829146,5.209006589,-18.12571946,0
813,1.230738339,1.062734789,1.057062169,0.487184828,1.153776117,0.384967335,0.897442137,0.893545953,-0.162637533,3.434947389,0.538222506,-3.075740323,-0.624219495,3.090389968,-0.962942145,1.994838314,0.63309096,1.555299088,-10.42868296,0
440,1.316338234,1.310072292,0.879807749,0.932246909,0.588371385,0.156739084,0.941549343,0.649594739,1.099078606,2.956217045,0.217039871,3.600817816,2.441185489,1.087701936,2.784317896,0.643213522,3.468852108,4.284592336,-11.54683493,0
1126,1.048124139,1.594963175,1.524874314,1.433305187,0.76088734,0.859698213,1.773448265,1.420611006,1.458419433,2.741010792,2.413129637,3.256891052,-1.503415867,0.713777887,0.916797682,0.361870638,0.791660894,1.91803808,-12.02343254,0
1474,0.696442074,0.91291889,1.012779955,0.543722037,1.05007866,1.452935383,0.646061549,0.578734683,1.250259279,3.135824962,-0.930037121,0.612054501,0.409211857,1.347959088,-0.25038919,3.538222136,0.497475953,1.625260404,-9.262080862,0
1874,1.214797805,0.784494132,2.083824703,1.54614994,0.261812824,0.864667109,1.769537341,1.40112144,0.95577757,1.702252847,2.905657676,-0.141421367,-0.685137441,0.014648753,0.266857419,1.584396012,0.477145101,0.664300516,42.47096681,1
1083,1.894644343,0.34962988,0.823720136,1.104118904,1.06726383,1.355280565,1.675682318,1.859803536,-0.096833887,2.070101262,3.358319601,1.766373441,0.006078625,1.735518245,0.133498041,4.223669708,2.530942226,0.975408046,-11.5364322,0
818,0.7077219,1.717425312,1.175270761,1.080591009,1.1399256,1.745528295,1.33620134,1.836895149,1.647457202,-0.172748171,0.60092279,0.808850457,1.233575592,0.23742766,1.468928949,-0.720103885,-0.302025877,1.996956191,-8.658870797,0
564,1.401907039,1.242696703,1.114190701,0.843968362,0.773297977,1.337675456,1.775040912,1.572014834,0.882160742,1.934527462,2.192391079,-0.100955662,0.029798077,4.419596312,-0.35771785,1.370094097,2.004294928,1.509567455,43.48236785,1
950,1.005749537,0.590367095,0.0348875,1.48843118,1.406465018,1.379439972,0.469337273,1.075617204,1.406642058,0.406454057,1.139155905,1.898786881,3.316332193,0.364179228,0.991407976,3.218417282,3.919764071,1.848461082,-8.793437358,0
219,0.430498062,0.436100834,1.643059615,-0.099922322,0.800403817,0.57227039,0.732957566,0.821594479,1.371430296,-0.12050046,2.877155606,1.312096216,1.396235979,-0.351345775,1.439865283,2.038163518,0.163815629,0.351019342,-6.305806973,0
1378,0.279541163,0.733382907,1.039583449,0.546680314,0.758901267,0.196252114,0.616334387,0.693896212,1.445756929,0.226289588,-0.738308336,1.484797966,1.972980181,-1.030142793,-0.443096315,2.442421773,3.779430683,-0.635236571,-4.968846972,0
1564,0.220795889,0.300699768,0.681122373,0.556063001,0.79607214,0.447765993,-0.279821683,0.470973591,1.986909651,2.197180431,0.262620653,1.421622875,3.49607743,-0.69334035,-0.532250523,-1.694430262,1.786080108,2.137473431,-4.12624247,0
154,1.566295242,1.574884992,1.492506123,0.68496338,1.687086337,1.537118148,1.904830308,1.65664359,0.039504579,3.217591573,0.359441923,-0.539409269,2.10049147,2.461052811,-0.380253092,1.332159631,-2.481701335,0.929310341,-15.04222109,0
845,0.788509918,0.090530157,0.744941501,0.088803374,1.338227646,0.624579693,-0.102521803,0.857455763,3.128751867,-0.469901536,2.872073008,1.843647237,3.050726709,-2.85228971,-0.307661487,0.549683814,2.572924791,0.290212238,-5.906375862,0
533,0.43321173,1.359381781,0.918726894,0.66683047,1.344152365,1.236389661,0.74017953,1.053862708,-0.66150606,2.051479452,2.326910454,1.519778354,1.12254014,1.532153569,0.011034937,0.11268162,0.897193201,-1.397060464,26.96373231,1
351,-0.265986337,0.254053861,0.370573328,0.063501851,0.447460146,0.118613845,0.973916759,0.251523201,1.389348697,1.379855016,0.211280393,-0.827876322,-0.221234696,2.724013513,0.954251947,1.885409411,0.765519986,4.181118395,-0.312077853,0
354,0.747504241,1.396330401,1.155333224,0.534632813,1.157411853,0.835861552,0.817093282,1.260821347,0.703385161,2.33676454,2.602260847,-0.303798875,-0.780109591,0.363588923,1.675899903,0.944031379,1.969720531,0.215078895,25.21620447,1
1843,1.048508471,0.483830824,0.684445089,1.402911485,1.110786336,0.628204417,1.073807789,0.504136563,0.770414865,0.238010797,3.72047973,3.099250411,1.958434216,0.641651103,0.318494321,-0.41926853,1.192313283,-0.66599882,-8.490043421,0
42,1.070214376,1.068394215,1.018996495,1.0410899,1.07007155,0.804511684,1.057136057,1.176173901,0.113032872,1.184899095,-0.846477635,1.319829387,-0.728287815,3.998869264,1.892616779,2.783937484,0.033572222,-0.875292551,27.59573281,1
1571,1.095971058,0.898070436,2.035035748,1.013166889,1.338650788,1.628232312,1.033074939,1.919386307,3.801404077,0.365416125,-0.845478526,-0.342125544,1.62484094,1.549606768,2.898762086,1.376281639,1.796767731,0.209007057,-11.73549011,0
428,1.497646914,2.050083517,1.185153052,1.056531183,0.834048312,1.091376501,1.091680765,1.589667449,-2.019802986,0.364389522,-0.757950477,1.385036066,0.482401505,-0.799049382,1.477936405,2.864267734,2.223975631,0.132670066,-13.67864639,0
1415,0.713755003,1.472044791,1.622657484,1.275500446,1.052674852,0.976124144,0.441673523,0.971639776,-1.077427816,-0.196139295,0.031170293,2.215106958,1.67108363,-1.089483399,0.226771153,-0.753686534,0.256416108,2.539520883,29.00652252,1
1340,0.608203337,0.738435155,0.566727575,1.706525573,1.219934511,1.357326018,1.440650433,0.789510867,2.828743121,-2.442869992,0.249493609,-0.087463572,-0.295189763,2.30014414,2.415810225,-0.942961828,0.828453328,2.79991358,-6.599411753,0
203,0.821608587,0.487278527,1.569799574,0.399091625,1.033146741,1.195145858,1.306962096,0.811965619,3.472530822,2.0661574,-0.057624835,1.666176573,2.11447873,0.205975293,3.479990517,2.622879615,0.531430627,-0.530732122,-7.594178991,0
125,0.375926472,0.437851078,1.3807551,0.967627504,-0.468859052,0.872492983,1.135258954,1.106842823,2.708263288,0.505122983,2.504074814,0.809024331,2.482075628,2.970008255,-0.994459168,0.017058389,0.383319241,-3.062289221,18.16691509,1
931,1.747304853,1.69495303,1.101994234,2.139749012,1.414291646,2.527555581,2.209720112,1.699098254,-1.376186645,0.310643894,-0.40352037,1.419859003,-0.244775034,0.483110745,2.103336047,4.594549283,1.993865055,-1.484238859,-14.88034134,0
1552,0.926526907,1.355566457,0.984951887,1.000232294,1.187000079,1.363334527,2.007533216,1.544453721,0.096024992,2.539613976,1.890360606,0.363195204,1.506222898,2.240327954,0.813229008,0.687212932,-0.755557777,0.81387889,-10.32258832,0
2469,1.826408637,1.978304945,1.891976493,1.278891209,1.128324673,1.62529405,1.41012125,1.050080082,0.458109094,0.64217885,-1.523124809,0.168541351,4.129729674,0.962978101,0.890157772,-0.370704255,-0.968173155,0.818582641,-16.65107234,0
1672,1.855282979,1.327275658,1.717747609,0.366658524,0.982138829,1.428298655,2.053990552,2.233964437,3.401037956,-0.727197098,0.992802487,0.44147358,3.449847436,1.501438479,0.349050523,0.740831721,0.989117629,0.095230517,60.22943233,1
1030,1.245204446,1.689483774,1.803022447,1.627499092,0.991755816,2.435671865,1.517652538,1.874544128,1.806705657,-0.708741841,0.961719723,1.186396598,0.932764843,-0.783887493,3.248414756,2.855776841,0.475381214,2.828424908,-14.02545621,0
