,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,CATE,avg.CATE,std.CATE,re78,treat,avg.Diameter,std.gbr.CATE,avg.gbr.CATE,std.gp.CATE,avg.gp.CATE,std.br.CATE,avg.br.CATE
10,,840.1539672851559,1181.3711425781253,-1574.7387207031252,,1750.6745361328126,-585.2729003906243,-2455.975439453125,410.78819580078107,-619.5030273437496,113.48027343749982,,2087.1180725097656,-1045.5751098632809,,-2924.5376953124996,197.9411254882807,,-4172.283740234376,433.3933593749998,,762.9913146972658,-64.11707763671893,1522.6545166015621,2618.689233398438,-1222.067272949219,,489.71253662109393,672.2052978515621,159.30991210937555,-2531.417944335937,,2311.035131835937,,3686.64462890625,-2151.476721191407,14.085925292968568,-103.21889648437445,,2524.107946777344,-1439.4010986328121,1718.5174072265627,,1446.0144531249998,1070.2498291015618,3277.476123046875,,423.42840576171875,2242.8061889648434,-1063.4458740234377,-1134.2933349609375,,-1248.830590820312,,2235.96533203125,1874.3604248046877,2368.857885742187,,3091.9777343749997,991.3682861328125,,-230.09731445312536,1571.046118164063,-491.9863769531257,-1308.1084716796877,,-1075.9406372070316,2538.838940429687,,-497.31252441406286,1661.7436523437505,435.89283447265643,1544.4799072265623,,1001.9784179687504,3167.3357421875003,,-1352.7571777343746,-702.9573242187498,-195.74196777343786,510.56799983359224,1255.102519943601,8173.908203125,1.0,14.207788050983305,1255.102519943601,510.56799983359224,67.49779001576826,-312.0568321300687,2335.728718717989,1025.6663820534159
11,,4097.726959228516,4644.759692382813,2782.2304992675786,4161.25014038086,1972.9660583496093,4392.185186767578,,7294.4413391113285,,2878.029156494141,347.3999511718753,4045.1241516113287,,4079.574835205078,5475.96480102539,2177.435504150391,4611.690087890624,4605.406195068359,,3807.153942871094,6094.082305908203,,3647.3577331542974,3143.2597717285153,3326.3476684570314,5295.547631835938,,4298.160784912109,4902.9515930175785,,3236.562335205078,,4570.7928466796875,3717.0732421875,6362.93706665039,3495.482855224609,4878.955572509765,6823.453076171875,,4638.623736572265,4310.117596435547,2811.427593994141,,,2470.7245422363276,3564.879150390625,4431.540667724609,4298.376690673827,4396.156213378907,8509.922857666015,,3629.961346435547,,6194.894500732422,7049.2572265625,,2774.113580322265,4909.420178222656,5019.85816040039,1586.0264404296868,4144.205621337891,,2866.8932373046873,4753.703887939453,2488.8753112792965,,3741.044274902344,3785.247241210938,5512.761456298827,2981.92719116211,,2241.4924133300783,3962.9263427734377,8324.64126586914,,4695.609838867187,4252.772930908203,,4205.467858886719,2852.693415020474,1254.7052004465027,17094.640625,1.0,21.641668247330486,1254.7052004465027,2852.693415020474,74.32347489219448,4308.004847032599,2355.0708624323556,1482.4448420857316
12,-3501.183325195313,-806.3639892578121,-947.5956237792971,,-1401.6262329101564,-3425.457379150391,,-2240.3331817626954,-1521.3430786132812,-2267.0491088867184,-1346.396484375,,,-2043.5305664062503,-2993.4027099609375,-3451.9045532226564,-2355.6367675781253,-3315.5092651367186,-4039.9080200195312,,-3334.211499023437,-935.3711914062501,,-607.6372222900395,,-2837.94172668457,-1535.083874511719,-1607.531994628906,,-2785.4910552978517,-3039.4413330078123,-2809.6180786132813,-1908.7734863281248,,-1857.4596984863283,34.8487548828125,-951.9844116210934,-3612.7955078125,-2858.754516601563,,-2233.7978515625,,-2411.443194580078,-250.57476806640625,-1663.9265045166017,-2466.9644805908206,-1623.0779663085941,,-2768.501861572266,-17.89449462890616,-233.9571533203125,,,-3945.4074584960936,17.424346923828125,-1440.1170166015627,,-1214.8434326171873,-1177.4542480468745,-2330.9259277343754,-1569.67681274414,-2342.774096679688,,-2681.9837890625004,-2622.948876953125,-2855.367120361328,,-1513.2866729736324,-1867.3540527343748,-293.66384277343786,-2753.1204376220703,,,-2114.6497802734375,-3495.960180664062,-3018.026306152344,-1321.0453491210938,-2728.1012573242183,,-2643.4234375,-1567.9993100709714,1250.5583009039567,0.0,1.0,15.860487449948332,1250.5583009039567,-1567.9993100709714,69.17449657275161,-1808.382709121737,2330.7013510191805,870.3488384216075
13,1932.6290771484373,,4614.129168701171,3759.785220718384,,7007.128283691406,5160.390341186523,2942.867456054687,1888.4837982177733,2743.9184173583985,1057.5027561187744,,2633.2234436035155,,3695.4516540527343,1925.7690490722657,670.5964416503903,,1837.4617370605474,1675.9747863769526,5865.89193725586,2803.262906265259,,1706.6147766113281,,1269.490155029297,1403.6942417144774,851.5393341064455,3886.619451904297,5588.0104858398445,1386.96470336914,,1626.8243103027344,2392.5048339843747,4362.256485366821,,,1430.2837005615233,3161.509775161743,669.7312805175779,1860.5045135498049,1845.9175842285158,,4975.988272094726,1918.208685302734,,2253.925695800781,2616.945151138305,1725.015203857422,,2100.02378540039,4044.9178863525385,3000.8408264160157,,2104.5310974121094,1824.1476348876959,,-10.5051418304447,2984.2324951171877,2427.239776611328,8279.051507568358,1741.6305118560795,112.31488647460901,,,2497.32416381836,466.59998168945276,3374.31996459961,2756.4681335449222,3526.9964145660397,1646.5832702636717,,1855.6240417480467,590.3712585449216,,5090.108160400391,3481.2969665527344,4548.610336303711,,1758.5293064117432,2106.5722371803818,771.5960541543024,18739.9296875,1.0,14.699288950182394,771.5960541543024,2106.5722371803818,77.21442542500485,2692.437159122109,2346.743240329185,1731.4895849737745
14,,91.21054687500055,-584.702880859375,-2888.7466308593753,,-3270.389440917969,-2732.173681640625,-2755.8496124267576,,-1492.2436645507814,-2261.883227539063,-1581.40341796875,-3811.7322631835937,-3309.428686523438,-1736.7579833984373,,-4121.150146484375,,-3822.538684082031,475.9706298828123,-3111.06650390625,,-3250.614627075195,-2740.0591674804687,588.5976623535157,-4134.877099609375,,-2777.8708618164064,-1364.1378417968754,-1286.4240539550783,-1137.4485839843746,,-3332.0825439453124,-1926.8877593994139,-1166.6564758300783,,,-2218.467687988281,-1288.7689453125,168.1223327636717,,-1940.9464538574218,-234.64586181640607,-986.5329223632816,-2189.574731445313,-2137.3996643066403,-464.43304443359375,,-3692.930017089844,-760.1975219726564,-3244.1326171875,,-3097.4258911132815,-2783.378991699219,,-1749.9959106445312,-57.082025146484284,,-1472.3899414062503,-1530.6524902343754,-418.36555786132794,,279.63040771484384,-3296.47119140625,-4227.3604736328125,-5273.730895996094,,-2336.706762695313,-1070.7439880371094,-1514.12978515625,,-1681.4436889648437,537.5244567871096,-12.272558593750091,,-1493.2488708496096,,-3136.1993774414063,-1890.2157226562495,-2837.0352539062496,-1504.0096128583332,1247.3955828896412,3023.87890625,1.0,19.373143381115252,1247.3955828896412,-1504.0096128583332,76.5548327179839,-1976.485525116356,2326.170722395738,715.031294789799
15,442.97752380371094,2118.7375518798826,575.6435516357424,,2079.8650329589846,1273.5991699218748,,853.6195159912104,,1792.2620513916017,2720.371228027344,-828.9939056396488,,2295.282580566406,1580.0758605957035,-982.6429382324222,1052.7197509765629,1236.9172088623045,-529.8130859375001,,135.44230957031232,,279.1301727294922,2671.9749725341794,1919.6824523925784,,458.6248199462889,192.89384765624982,2211.1289886474615,159.30991210937555,,2219.2367980957033,2543.1458251953127,-344.1363372802739,2581.83662109375,,,-965.9320098876951,0.052777099608647404,3190.0192443847654,823.6758026123052,1820.8897216796877,,1267.892617797852,,3277.476123046875,668.2035583496099,2075.6607513427734,,1557.4531890869139,29.9084564208988,1096.7874298095703,2222.3208068847653,,3548.9412353515627,925.3634704589849,3990.661889648437,,2424.4080810546875,4043.3993804931642,4716.776416015625,,1524.360815429688,1901.110134887695,-495.8918548583988,1010.5807495117188,,4686.126635742188,-116.94318847656268,2197.1215789794924,,1626.7058380126955,1925.6482177734374,-412.77005310058667,,3608.5221984863283,604.2244506835941,1996.2333892822267,2389.954873657227,,1629.6109020792758,934.962917605978,3228.5029296875,1.0,11.36493276607311,934.962917605978,1629.6109020792758,67.32053069474028,987.081534331129,2340.533242013552,1101.1425149120964
16,520.3587402343755,3195.1471496582035,4478.365179443359,,,5553.016564941407,6566.233935546875,2635.810595703125,7820.785546874999,3852.4403076171875,4080.8483703613283,,,648.2485595703129,5685.063873291015,1774.966632080078,4709.208306884766,,3394.2294006347647,4679.4779296875,,6762.145336914063,731.3121582031245,2939.752227783202,,3391.48130493164,8506.047924804687,7854.861157226562,1581.4553039550792,5913.289880371094,,2879.673876953124,1965.686419677735,,5857.477703857421,6534.531787109375,,3988.4977050781254,5129.200878906251,5245.430767822265,5843.9076171875,4804.177618408204,,3536.180712890625,6422.874969482422,6320.586346435546,1245.4634033203129,,2847.0391906738278,1185.4807189941403,,7776.308374023438,4833.7665344238285,3650.4925781249995,6256.788006591798,,1590.2424377441403,,2793.7234375000007,2754.3039123535164,8843.89808959961,7379.790966796875,,-2748.592962646485,-93.021240234375,5148.231927490234,,5255.482818603516,4539.364349365234,7117.990356445313,,4873.800097656249,,5098.570971679687,7813.245043945311,5575.122271728515,,4008.031689453125,3892.4783935546875,3794.704809570312,3113.153194094833,1097.8570936249366,14581.8603515625,1.0,17.982567998452808,1097.8570936249366,3113.153194094833,70.62292706416736,4266.669647381709,2360.277653916698,1961.4933067245001
17,2633.196435546875,1912.1193237304685,3744.986486816407,,282.0179443359375,2041.697448730469,413.5384643554687,,,571.9251129150391,1712.9793212890625,538.1006408691405,661.3100708007812,2620.233447265625,701.0530151367184,,1854.9300170898437,1123.8078247070316,1778.0214599609374,,1507.021875,2673.9832397460937,1925.9620605468754,,97.67219238281223,,-861.7350952148436,-969.2334594726562,1429.2560302734375,1997.8870971679687,2424.295483398437,,,1695.19384765625,792.2095336914062,1547.379968261719,1313.0617919921874,2147.1420562744142,-1006.3224975585936,,2500.627966308594,1876.2049438476563,2465.88095703125,,1828.823376464844,,2172.1387084960934,-127.28801269531255,1396.9245117187497,307.8027099609376,,4595.819155883789,1407.4367492675783,1519.4375854492187,,3009.112124633789,-936.5487915039064,1253.3666931152343,1166.550048828125,,,-231.78783874511737,1108.6691772460936,101.00926818847665,,1406.732019042969,749.0591674804689,1027.5085815429686,-273.77828369140616,2631.816152954102,,1332.946765136719,1350.7625732421877,,718.099609375,2786.8228637695315,3196.820327758789,1403.4712646484377,1841.2512725830077,,1021.543080284172,952.2547292824474,7693.39990234375,1.0,12.070229342494798,952.2547292824474,1021.543080284172,67.13356696913091,810.1340919562674,2343.553252429172,1420.5081580046085
18,-502.76162109375036,1038.6449676513666,2996.02624206543,,2822.24853515625,-1094.5760406494137,-1428.3031768798828,,-1635.8897613525387,,953.0149505615227,2347.7616058349613,-1864.5970458984375,-45.98564758300927,2353.1211151123043,,,7778.112753295899,-830.1386993408205,-249.30091552734484,-1721.020144653321,-3509.2749633789053,,3120.1353363037115,1215.4425018310549,3244.6689178466786,-875.9949371337898,,5816.680966186523,,-1362.5021484375002,-4591.842517089843,795.0612304687502,5489.074169921875,2020.7570434570307,,-1470.7087188720707,,3295.7944915771486,2337.1968139648434,-1901.2066802978516,,1260.4614013671871,1346.5694580078125,1114.9553680419922,3021.95439453125,,-2175.868801879884,2335.574548339844,,1377.3356292724602,65.50765075683557,-4984.023123168946,-830.0700347900402,7231.2752685546875,,-3666.0185913085934,,2314.3462890624996,5456.221505737304,6301.737939453125,-1489.1302398681637,,-1110.613659667969,,850.9249725341797,-4311.317617797852,5807.553027343751,192.42042236328143,-303.80184631347765,2635.1974365234364,,619.4115356445318,-1555.7679687500004,4514.065878295898,,,-2647.7867431640634,3560.4862396240223,719.9332733154297,3308.4761243017197,1171.2706846810324,10804.3203125,1.0,70.31688931970439,1171.2706846810324,3308.4761243017197,82.28593215490564,763.0899257549365,2368.480426604286,2923.9555139164845
19,680.025146484375,,3016.1779907226555,3748.893017578125,,2486.270343017579,3983.803222656249,3467.755810546875,7638.95517578125,,-159.47482299804688,2374.888751220704,1566.215167236327,740.0871887207031,6489.896923828126,,,3357.131787109376,185.60205078125,3818.021807861327,3006.747607421875,6192.020678710936,4763.664721679688,,,1984.0374023437498,6922.042065429687,7377.444995117187,2974.090386962891,4942.488305664062,,589.7442871093754,2258.3738525390627,,5309.264239501954,6419.418945312501,22.338726806641716,1441.2284667968752,3888.3300292968743,,,2177.8198059082033,3404.00947265625,357.75940551757867,4195.841802978515,5218.05786743164,,192.06710815429688,4138.697338867187,-84.25211791992115,7704.089111328125,,,-106.71679077148474,5394.055474853516,4034.6106201171874,3584.0977539062496,4693.991119384766,,6301.418109130859,7545.245202636718,4461.056787109375,795.4447326660156,,,3901.8369567871105,5491.484765625,4991.092224121095,2166.488745117188,8135.189379882812,,1533.3467224121086,3290.7608154296868,1654.5515869140627,,7102.652908325196,234.17275390625036,616.1925109863287,,5975.597766113282,2268.610430432564,1038.3992734437795,10747.349609375,1.0,10.128450386014212,1038.3992734437795,2268.610430432564,69.83277395867029,3253.559674846313,2353.351901181116,1806.1757630926918
20,,296.81890869140625,3793.509466552735,1507.3533996582032,2008.5479980468745,,3686.3158142089846,1003.2534667968753,1109.4472839355467,2466.776080322266,3489.6699890136715,,2198.001629638672,,379.18377685546875,3048.536865234375,2859.7840698242185,766.8501342773434,1696.8596923828122,,-158.23979492187527,4727.296936035156,,-271.1689147949219,,2425.4661071777346,2623.80400390625,2436.3766113281254,2107.4757141113278,,3429.149536132812,-13.075531005859375,340.70369873046866,2003.932208251953,-670.4294311523436,,934.5026672363279,1928.1778747558592,,1136.7284057617187,813.8314086914065,1477.1963378906248,,-451.50153198242197,1547.9021606445312,,2608.9068359375,1819.18818359375,2938.6275634765625,2361.11640625,,975.9392456054688,,113.88680419921866,2993.883874511719,2205.7983581542967,-1237.35498046875,1449.359783935547,,2053.606872558594,633.733642578125,,3981.3312377929688,2149.8934387207028,,1695.2430786132813,535.4792053222659,3067.363977050781,79.76090087890634,,2191.944506835938,1621.938171386719,1350.7625732421877,179.30609741210947,1511.9177490234379,,3414.085485839844,1518.9065490722658,,1067.824200439453,1419.3287368718982,1042.7619240055108,0.0,1.0,9.490090230495452,1042.7619240055108,1419.3287368718982,67.03459713072789,1643.2623309105795,2348.8546660858656,1495.9842908632886
